報告書_id,文_id,動詞_id,動詞,主体,起点,対象,状況,着点,手段,関係,事象,レコード_id
109000332,5,19,ある, , , , ,良好の範囲, ,ないこと異常摩耗の早期発見パラメータであるフェログラフィーのIs値がのマイナス乗,良好の範囲 ないこと異常摩耗の早期発見パラメータであるフェログラフィーのIs値がのマイナス乗 ある,53
109000332,6,5,ある, , , , ,良好の範囲, , ,粘度 良好の範囲 ある,53
109000576,1,6,均衡する, , ,油槽内などでの沈降, , , , ,油槽内 清掃する,127
109000576,1,11,なる, , , , , , ,油中の濃度,濃度 考える,127
109000576,1,11,なる, , , , , , ,平衡状態,値 なる,127
109000576,1,14,崩れる, , ,バランス, , , , ,油中の濃度 なる,127
109000576,2,5,崩れる, , ,発生, , , , ,油中の濃度 なる,127
109000576,2,5,崩れる, , ,減少の均衡, , , , ,バランス 油中の濃度 崩れる,127
109000576,2,14,低下する, , , , , , ,これ,低下 発生する,127
109000576,2,17,低下する, , ,発生量, , , , ,低下 発生する,127
109000576,2,20,大きい, , ,減少量, , , , ,油槽内などでの沈降 均衡する,127
109000576,2,27,良好, , ,汚染状態, , , , ,汚染状態 良好,127
109000576,2,27,良好, , ,潤滑状態, , , , ,潤滑状態 良好,127
109000576,3,3,低下する, , ,油中の粒子, , , , ,発生 低下する,128
109000576,3,7,設置する, , , , ,フィルタ類, , ,フィルタ類 設置する,128
109000576,3,10,考える,減少, , , , , , ,摩耗 考える,128
109000576,3,13,低下する, , ,油中の摩耗粒子, , , , ,発生 低下する,128
109000576,3,16,発生する, , ,摩耗粒子, , , , ,摩耗粒子 考える,128
109000576,3,19,ある, , ,油槽内部での沈降, , , , ,油槽内部での沈降 減少 ある,128
109000576,3,21,考える, , , , , ,設備, ,値 考える,128
109000576,4,9,ある, , , , ,安定した状態, , ,可能な状態 ある,129
109000576,5,17,ある, , , , ,良好の範囲, ,ないこと異常摩耗の早期発見パラメータであるフェログラフィーのIs値がのマイナス乗,検出されたこと異常摩耗の早期発見パラメータであるフェログラフィーのIs値 良好の範囲 ある,130
109000576,6,5,ある, , , , ,良好の範囲, , ,良好な範囲 ある,130
109000658,1,18,ある, , , , ,良好の範囲, ,ないこと異常摩耗の早期発見パラメータであるフェログラフィーのIs値がのマイナス乗,検出されたこと異常摩耗の早期発見パラメータであるフェログラフィーのIs値 良好の範囲 ある,236
109000658,1,28,ある, , , , ,良好の範囲, , ,良好な範囲 ある,236
109000659,1,22,ある, , , , ,良好の範囲, ,ないこと異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,検出されたこと異常摩耗の早期発見パラメータであるフェログラフィーのIs値 良好の範囲 ある,236
109000659,1,32,ある, , , , ,良好の範囲, , ,良好な範囲 ある,236
109001025,0,12,良好, , , , ,機器の潤滑状態, , ,潤滑状態 良好,428
109001025,0,54,酸化する, , ,潤滑油, , , , ,潤滑油 ある,428
109001025,0,78,検出する, , ,汚染状態光学顕微鏡観察：潤滑油中の汚染物の種類, , , , ,汚染状態光学顕微鏡観察：潤滑油中の汚染物の種類 検出する,428
109001025,0,78,検出する, , ,形状, , , , ,さ 検出する,428
109001025,0,78,検出する, , ,さ, , , , ,さ 検出する,428
109001025,0,107,ある, , , ,全て管理基準内, , , ,潤滑油 粘度 ある,428
109001025,1,1,良好, , , , ,粘度, , ,粘度 良好,428
109001025,2,10,ある, , , , ,粘度, , ,粘度 なる,428
109001025,2,10,ある, , , , ,良好な範囲, , ,粘度 良好の範囲 ある,428
109001025,4,8,ある, , , , ,良好な範囲, , ,良好な状態 ある,428
109001025,5,1,良好, , , , ,酸化安定度, , ,酸化安定度 良好,429
109001025,7,1,良好, , , , ,有機化合物, , ,有機化合物 良好,430
109001025,9,1,良好, , ,汚染, , , , ,汚染 良好,431
109001025,10,1,良好, , ,水分値, , , , ,汚染 良好,431
109001025,11,9,ある, , , , ,良好な範囲, , ,良好の範囲 ある,431
109001025,12,1,良好, , ,汚染粒子数, , , , ,汚染 良好,431
109001025,13,9,ある, , , , ,良好な範囲, , ,良好の範囲 ある,431
109001025,14,1,良好, , , , ,汚染度物重量, , ,汚染 良好,431
109001025,15,6,ある, , , ,管理限界値のmg/ml以内, , , ,当社推奨の管理限界値のmg/ml以内 ある,431
109001025,15,10,ある, , , , ,良好な範囲, , ,良好の範囲 ある,431
109001025,16,2,良好, , , , ,摩耗機器の潤滑状態, , ,潤滑状態 良好,431
109001025,18,3,検出する, , ,添加剤成分であるバリウム, , , , ,バリウム 検出する,432
109001025,20,3,発生する, , , , , ,摩耗, ,摩耗 考える,433
109001025,20,9,混入する, ,外部, , , , , ,外部 鉄 混入する,433
109001025,20,13,検出する, , ,カルシウム, , , , ,鉄 カルシウム 含む,433
109001025,20,13,検出する, , ,ナトリウム, , , , ,さ 検出する,433
109001025,21,1,良好, , , , ,潤滑状態, , ,潤滑状態 良好,434
109001025,22,6,ある, , , , ,良好な潤滑状態の範囲, , ,粘度 良好の範囲 ある,435
109001025,23,3,検出する, , ,鉄系摩耗粒子, , , , ,さ 検出する,436
109001025,24,5,検出する, , ,観察された粒子, , ,XMA, ,粒子 検出する,437
109001025,24,9,含む, , ,鉄, , , , ,鉄 検出する,437
109001025,24,9,含む, , ,マンガン, , , , ,鉄 検出する,437
109001025,24,11,検出する, , ,粒子, , , , ,さ 検出する,437
109001458,0,12,受ける, , ,沈降の影響, , , , ,沈降の影響 よる,549
109001458,0,15,出る, , , ,濃度, , , ,濃度 なる,549
109001458,3,6,均衡する, , ,油槽内などでの沈降, , , , ,油槽内 清掃する,550
109001458,3,11,なる, , , , , , ,油中の濃度,濃度 考える,550
109001458,3,11,なる, , , , , , ,平衡状態,値 なる,550
109001458,4,2,崩れる, , ,バランス, , , , ,油中の濃度 なる,550
109001458,5,3,低下する, , ,油中の粒子, , , , ,発生 低下する,550
109001458,5,7,設置する, , , , ,フィルタ類,設備, ,フィルタ類 設置する,550
109001458,5,16,ある, , ,粒子の沈降,油槽内部, , , ,油槽内部での沈降 減少 ある,550
109001458,5,20,なる, , , , , , ,濃度,濃度 高い,550
109001458,6,5,発生する, , ,大型摩耗粒子, , ,異常な摩耗, ,摩耗 発生する,551
109001458,8,5,ある, , , , ,良好の範囲, , ,良好な範囲 ある,552
109001771,0,7,満たす, , ,全ての分析項目の値, , , , ,全ての分析項目の値 満たす,648
109001771,0,20,良好, , , , ,潤滑状態, , ,潤滑状態 良好,648
109001771,1,1,係る, , , , , , ,特性低下特性低下,汚染 係る,649
109001771,2,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,649
109001771,3,3,設定する, , ,管理限界値, , , , ,管理限界値 上昇する,650
109001771,8,1,係る, , , , ,汚染, , ,摩耗 係る,651
109001771,13,9,ある, , , , ,良好の範囲, , ,良好な範囲 ある,652
109001771,13,13,良好, , , , ,潤滑箇所の潤滑状態, , ,潤滑状態 良好,652
109001771,14,5,混入する, ,外部, , , , , ,外部 鉄 混入する,652
109001771,14,10,検出する, , ,ケイ素, , , , ,さ 検出する,652
109001771,15,5,混入する, ,外部, , , , , ,ケイ素 検出する,652
109001771,15,11,検出する, , ,カルシウム, , , , ,鉄 カルシウム 含む,652
109001771,15,11,検出する, , ,ナトリウム, , , , ,さ 検出する,652
109001773,0,4,ある, , , , ,潤滑油, , ,潤滑油 高い,653
109001773,0,4,ある, , , , ,軸受, , ,軸受 考える,653
109001773,0,4,ある, , , , ,継続使用可能な状態, , ,寿命 継続使用可能な状態 ある,653
109001773,1,1,係る, , , , , , ,特性低下特性低下,汚染 係る,654
109001773,2,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,654
109001773,3,3,設定する, , ,管理限界値, , , , ,管理限界値 上昇する,655
109001773,8,1,係る, , , , ,汚染, , ,摩耗 係る,656
109001773,8,7,到達する, , ,汚染粒子数, ,当社推奨の管理限界値, , ,当社推奨の管理限界値 上昇する,656
109001773,10,5,到達する, , , , ,当社推奨の管理限界値のNAS級, , ,当社推奨の管理限界値 上昇する,657
109001773,12,5,噛む, , ,異物, , , , ,異物 なる,658
109001773,12,6,発生する, , ,異物の込み, , , , ,異物 噛む,658
109001773,12,10,なる, , , , , , ,高温,値 なる,658
109001773,12,15,混入する, ,外部, , , , , ,外部 鉄 混入する,658
109001773,12,18,検出する,樹脂等, , , , , , ,さ 検出する,658
109001773,13,6,高い, , , , , , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 高い,658
109001773,13,11,噛む, , ,異物, , , , ,異物 なる,658
109001773,13,12,発生する, , ,異物の込み, , , , ,異物 噛む,658
109001773,13,16,なる, , , , , , ,高温,値 なる,658
109001773,13,21,混入する, ,外部, , , , , ,外部 鉄 混入する,658
109001773,13,24,検出する,樹脂等, , , , , , ,さ 検出する,658
109001773,14,11,混入する,ppm,ppm,油の添加剤成分であるリン, , , , ,油の添加剤成分であるリン 鉄 混入する,658
109001773,14,11,混入する,ppm,外部,油の添加剤成分であるリン, , , , ,油の添加剤成分であるリン 混入する,658
109001773,15,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,658
109001773,15,7,検出する, , , , , ,金属接触, ,金属接触 厳しい,658
109001773,15,13,混入する, ,外部,鉄, , , , ,リン 鉄 混入する,658
109001773,15,13,混入する, ,外部,油の添加剤成分であるリン, , , , ,リン 鉄 混入する,658
109001773,15,21,検出する,ppm, ,カルシウム, , , , ,カルシウム 検出する,658
109001773,15,21,検出する,ppm, ,ナトリウム, , , , ,ナトリウム 検出する,658
109001773,15,21,検出する,ppm, ,アルミニウム, , , , ,アルミニウム 検出する,658
109001773,15,21,検出する,ppm, ,マグネシウム, , , , ,マグネシウム 検出する,658
109001774,0,4,ある, , , , ,潤滑油, , ,潤滑油 高い,659
109001774,0,4,ある, , , , ,軸受, , ,軸受 考える,659
109001774,0,4,ある, , , , ,継続使用可能な状態, , ,寿命 継続使用可能な状態 ある,659
109001774,1,1,係る, , , , , , ,特性低下特性低下,汚染 係る,660
109001774,2,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,660
109001774,3,3,設定する, , ,管理限界値, , , , ,管理限界値 上昇する,661
109001774,8,1,係る, , , , ,汚染, , ,摩耗 係る,662
109001774,8,7,上昇する, , ,汚染粒子数, , , , ,汚染粒子数 汚染 高い,662
109001774,8,7,上昇する, , ,当社推奨の管理限界値, , , , ,当社推奨の管理限界値 上昇する,662
109001774,10,5,上昇する, , ,当社推奨の管理限界値のNAS級, , , , ,当社推奨の管理限界値 上昇する,663
109001774,12,5,噛む, , ,異物, , , , ,異物 なる,664
109001774,12,6,発生する, , ,異物の込み, , , , ,異物 噛む,664
109001774,12,10,なる, , , , , , ,高温,値 なる,664
109001774,12,15,混入する, ,外部, , , , , ,外部 鉄 混入する,664
109001774,12,18,検出する,樹脂等, , , , , , ,さ 検出する,664
109001774,13,6,高い, , , , , , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 高い,664
109001774,13,11,噛む, , ,異物, , , , ,異物 なる,664
109001774,13,12,発生する, , ,異物の込み, , , , ,異物 噛む,664
109001774,13,16,なる, , , , , , ,高温,値 なる,664
109001774,13,21,混入する, ,外部, , , , , ,外部 鉄 混入する,664
109001774,13,24,検出する,樹脂等, , , , , , ,さ 検出する,664
109001774,14,11,混入する,ppm,ppm,油の添加剤成分であるリン, , , , ,油の添加剤成分であるリン 鉄 混入する,664
109001774,14,11,混入する,ppm,外部,油の添加剤成分であるリン, , , , ,油の添加剤成分であるリン 混入する,664
109001774,15,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,664
109001774,15,7,検出する, , , , , ,金属接触, ,金属接触 厳しい,664
109001774,15,14,混入する,.pm,外部,油の添加剤成分であるリン, , , , ,油の添加剤成分であるリン 混入する,664
109001774,15,23,検出する,ppm, ,ナトリウム, , , , ,ナトリウム 検出する,664
109001774,15,23,検出する,ppm, ,アルミニウム, , , , ,アルミニウム 検出する,664
109001774,15,23,検出する,ppm, ,亜鉛, , , , ,亜鉛 検出する,664
109001774,15,23,検出する,ppm, ,マグネシウム, , , , ,マグネシウム 検出する,664
109001784,0,4,ある, , , , ,潤滑油, , ,潤滑油 高い,677
109001784,0,4,ある, , , , ,軸受, , ,軸受 考える,677
109001784,0,4,ある, , , , ,継続使用可能な状態, , ,寿命 継続使用可能な状態 ある,677
109001784,2,1,係る, , , , , , ,特性低下特性低下,汚染 係る,678
109001784,2,16,ある, , ,異種油の混入, , , , ,種油 混入する,678
109001784,3,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,678
109001784,4,3,設定する, , ,管理限界値, , , , ,管理限界値 上昇する,679
109001784,9,5,異なる, , , , , , ,油,油 ある,680
109001784,10,9,ある,異種油混入の影響, , , , , , ,油 ある,680
109001784,11,1,係る, , , , ,汚染, , ,汚染 係る,680
109001784,15,5,厳しい, , ,金属接触, , , , ,潤滑状態 厳しい,681
109001784,15,9,検出する, , ,シビア粒子, , , , ,粒子 検出する,681
109001784,16,7,ある, , , , ,良好の範囲, ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がのマイナス乗,良好の範囲 異常摩耗の早期発見パラメータであるIs値がの乗 ある,681
109001784,16,13,厳しい, , ,金属接触, , , , ,潤滑状態 厳しい,681
109001784,16,17,検出する, , ,シビア粒子, , , , ,粒子 検出する,681
109001784,17,6,混入する, ,銅ppm, , , , , ,金属接触 厳しい,681
109001784,17,6,混入する, ,外部, , , , , ,外部 混入する,681
109001784,18,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,681
109001784,18,7,検出する, , , , , ,金属接触, ,金属接触 厳しい,681
109001784,18,13,混入する, ,ppm,銅, , , , ,銅 鉛 混入する,681
109001784,18,13,混入する, ,外部,銅, , , , ,外部 鉄 混入する,681
109001784,18,18,検出する, , ,亜鉛, , , , ,さ 検出する,681
109001784,18,18,検出する, , ,カルシウム, , , , ,鉄 カルシウム 含む,681
109001784,18,18,検出する, , ,ナトリウム, , , , ,さ 検出する,681
109001790,0,7,満たす, , ,全ての分析項目の値, , , , ,全ての分析項目の値 満たす,692
109001790,0,20,良好, , , , ,潤滑状態, , ,潤滑状態 良好,692
109001790,1,1,係る, , , , , , ,特性低下特性低下,汚染 係る,693
109001790,2,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,693
109001790,3,3,設定する, , ,管理限界値, , , , ,管理限界値 上昇する,694
109001790,8,1,係る, , , , ,汚染, , ,摩耗 係る,695
109001790,13,9,ある, , , , ,良好の範囲, , ,良好な範囲 ある,696
109001790,13,13,良好, , , , ,潤滑箇所の潤滑状態, , ,潤滑状態 良好,696
109001790,14,5,検出する, , ,金属元素, , , , ,さ 検出する,697
109001790,14,8,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,697
109001790,14,14,検出する,外部からの異物などの混入, , , , , , ,外部 亜鉛 混入する,697
109001790,15,5,混入する, ,外部, , , , , ,外部 混入する,697
109001790,15,12,検出する, , ,亜鉛, , , , ,さ 検出する,697
109001790,15,12,検出する, , ,カルシウム, , , , ,鉄 カルシウム 含む,697
109001790,15,12,検出する, , ,ナトリウム, , , , ,さ 検出する,697
109001797,0,4,ある, , , , ,潤滑油, , ,潤滑油 高い,707
109001797,0,4,ある, , , , ,軸受, , ,軸受 考える,707
109001797,0,4,ある, , , , ,継続使用可能な状態, , ,寿命 継続使用可能な状態 ある,707
109001797,1,1,係る, , , , , , ,特性低下特性低下,汚染 係る,708
109001797,2,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,708
109001797,3,3,設定する, , ,管理限界値, , , , ,管理限界値 上昇する,709
109001797,8,1,係る, , , , ,汚染, , ,摩耗 係る,710
109001797,8,6,高い, , ,汚染粒子数, , , , ,汚染粒子数 到達する,710
109001797,10,5,ある, , , ,当社推奨の管理限界値のNAS級以内, , , ,当社推奨の管理限界値 上昇する,711
109001797,12,5,噛む, , ,異物, , , , ,異物 なる,712
109001797,12,6,発生する, , ,異物の込み, , , , ,異物 噛む,712
109001797,12,9,厳しい, , ,金属接触, , , , ,潤滑状態 厳しい,712
109001797,12,13,検出する, , ,シビア粒子, , , , ,粒子 検出する,712
109001797,13,6,高い, , , , , , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 高い,712
109001797,13,11,噛む, , ,異物, , , , ,異物 なる,712
109001797,13,12,発生する, , ,異物の込み, , , , ,異物 噛む,712
109001797,13,15,厳しい, , ,金属接触, , , , ,潤滑状態 厳しい,712
109001797,13,19,検出する, , ,シビア粒子, , , , ,粒子 検出する,712
109001797,14,5,混入する, ,外部, , , , , ,外部 鉄 混入する,712
109001797,14,10,検出する, , ,ケイ素, , , , ,さ 検出する,712
109001797,15,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,712
109001797,15,7,検出する, , , , , ,金属接触, ,金属接触 厳しい,712
109001797,15,10,混入する, ,外部,鉄, , , , ,外部 鉄 混入する,712
109001797,15,14,検出する, , ,ナトリウム, , , , ,さ 検出する,712
109001797,15,14,検出する, , ,マグネシウム, , , , ,マグネシウム 影響する,712
109001799,0,4,ある, , , , ,潤滑油, , ,潤滑油 高い,713
109001799,0,4,ある, , , , ,軸受, , ,軸受 考える,713
109001799,0,4,ある, , , , ,継続使用可能な状態, , ,寿命 継続使用可能な状態 ある,713
109001799,1,1,係る, , , , , , ,特性低下特性低下,汚染 係る,714
109001799,2,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,714
109001799,3,3,設定する, , ,管理限界値, , , , ,管理限界値 上昇する,715
109001799,8,1,係る, , , , ,汚染, , ,摩耗 係る,716
109001799,8,6,高い, , ,汚染粒子数, , , , ,汚染粒子数 到達する,716
109001799,12,5,噛む, , ,異物, , , , ,異物 なる,717
109001799,12,6,発生する, , ,異物の込み, , , , ,異物 噛む,717
109001799,12,9,厳しい, , ,切削粒子, , , , ,摩耗 厳しい,717
109001799,12,9,厳しい, , ,金属接触, , , , ,潤滑状態 厳しい,717
109001799,12,13,検出する, , ,シビア粒子, , , , ,粒子 検出する,717
109001799,13,6,高い, , , , , , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 高い,717
109001799,13,11,噛む, , ,異物, , , , ,異物 なる,717
109001799,13,12,発生する, , ,異物の込み, , , , ,異物 噛む,717
109001799,13,15,厳しい, , ,金属接触, , , , ,潤滑状態 厳しい,717
109001799,13,19,検出する, , ,シビア粒子, , , , ,粒子 検出する,717
109001799,14,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,717
109001799,14,7,検出する, , , , , ,金属接触, ,金属接触 厳しい,717
109001799,14,19,混入する,ppm,ppm,油の添加剤成分であるリン, , , , ,油の添加剤成分であるリン 鉄 混入する,717
109001799,14,19,混入する,ppm,ppm,亜鉛, , , , ,油の添加剤成分であるリン 鉄 混入する,717
109001799,14,19,混入する,ppm,ppm,カルシウム, , , , ,油の添加剤成分であるリン 鉄 混入する,717
109001799,14,19,混入する,ppm,外部,油の添加剤成分であるリン, , , , ,油の添加剤成分であるリン 混入する,717
109001799,14,19,混入する,ppm,外部,亜鉛, , , , ,外部 亜鉛 混入する,717
109001799,14,19,混入する,ppm,外部,カルシウム, , , , ,油の添加剤成分であるリン 混入する,717
109001799,14,19,混入する,ppm,ppm,油の添加剤成分であるリン, , , , ,油の添加剤成分であるリン 鉄 混入する,717
109001799,14,19,混入する,ppm,ppm,亜鉛, , , , ,油の添加剤成分であるリン 鉄 混入する,717
109001799,14,19,混入する,ppm,ppm,カルシウム, , , , ,油の添加剤成分であるリン 鉄 混入する,717
109001799,14,19,混入する,ppm,外部,油の添加剤成分であるリン, , , , ,油の添加剤成分であるリン 混入する,717
109001799,14,19,混入する,ppm,外部,亜鉛, , , , ,外部 亜鉛 混入する,717
109001799,14,19,混入する,ppm,外部,カルシウム, , , , ,油の添加剤成分であるリン 混入する,717
109001799,14,19,混入する,ppm,ppm,油の添加剤成分であるリン, , , , ,油の添加剤成分であるリン 鉄 混入する,717
109001799,14,19,混入する,ppm,ppm,亜鉛, , , , ,油の添加剤成分であるリン 鉄 混入する,717
109001799,14,19,混入する,ppm,ppm,カルシウム, , , , ,油の添加剤成分であるリン 鉄 混入する,717
109001799,14,19,混入する,ppm,外部,油の添加剤成分であるリン, , , , ,油の添加剤成分であるリン 混入する,717
109001799,14,19,混入する,ppm,外部,亜鉛, , , , ,外部 亜鉛 混入する,717
109001799,14,19,混入する,ppm,外部,カルシウム, , , , ,油の添加剤成分であるリン 混入する,717
109001799,15,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,717
109001799,15,7,検出する, , , , , ,金属接触, ,金属接触 厳しい,717
109001799,15,15,混入する, ,外部,鉄, , , , ,リン 鉄 混入する,717
109001799,15,15,混入する, ,外部,油の添加剤成分である亜鉛, , , , ,亜鉛 鉄 混入する,717
109001799,15,15,混入する, ,外部,カルシウム, , , , ,外部 亜鉛 混入する,717
109001799,15,19,検出する, , ,ナトリウム, , , , ,さ 検出する,717
109001799,15,19,検出する, , ,マグネシウム, , , , ,マグネシウム 影響する,717
109001819,0,4,ある, , , , ,潤滑油, , ,潤滑油 高い,756
109001819,0,4,ある, , , , ,軸受, , ,軸受 考える,756
109001819,0,4,ある, , , , ,継続使用可能な状態, , ,寿命 継続使用可能な状態 ある,756
109001819,0,9,進行する, , ,酸化劣化, ,熱, , ,摩耗 進行する,756
109001819,0,9,進行する, , ,酸化劣化, ,金属触媒作用, , ,摩耗 進行する,756
109001819,1,1,係る, , , , , , ,特性低下特性低下,汚染 係る,757
109001819,2,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,757
109001819,3,3,設定する, , ,管理限界値, , , , ,管理限界値 上昇する,758
109001819,8,1,係る, , , , ,汚染, , ,摩耗 係る,759
109001819,10,5,ある, , , ,当社推奨の管理限界値のNAS級以内, , , ,当社推奨の管理限界値 上昇する,760
109001819,11,5,ある, , , ,当社推奨の管理限界値のmg/ml以内, , , ,当社推奨の管理限界値 上昇する,761
109001819,12,6,なる, , , , , , ,高温,値 なる,762
109001819,12,10,検出する, , ,フリクションポリマ, , , , ,フリクションポリマ 発生する,762
109001819,13,12,なる, , , , , , ,高温,値 なる,762
109001819,13,16,検出する, , ,フリクションポリマ, , , , ,フリクションポリマ 発生する,762
109001819,14,9,混入する, ,ppm,鉛, , , , ,鉄 鉛 混入する,762
109001819,14,9,混入する, ,ppm,銅, , , , ,鉄 鉛 混入する,762
109001819,14,9,混入する, ,外部,鉛, , , , ,外部 鉄 混入する,762
109001819,14,9,混入する, ,外部,銅, , , , ,外部 鉄 混入する,762
109001819,15,5,発生する, , , ,潤滑箇所, , , ,潤滑箇所 適正,762
