報告書_id,文_id,動詞_id,動詞,主体,起点,対象,状況,着点,手段,関係,事象,レコード_id
109000244,11,5,ある, , , ,当社推奨の管理限界値の.mgKOH/g以内,.mgKOH/g, , ,当社推奨の管理限界値の.mgKOH/g 上昇する,27
109000244,15,1,良好, , , , ,計数汚染度, , ,計数汚染度 良好,28
109000244,16,5,ある, , , ,NAS級,計数汚染度, , ,計数汚染度 高い,28
109000244,16,5,ある, , , ,当社推奨の管理限界値のNAS級以内,計数汚染度, , ,計数汚染度 当社推奨の管理限界値 到達する,28
109000244,17,1,良好, , , , ,重量汚染度, , ,重量汚染度 良好,29
109000244,18,5,ある, , , ,当社推奨の管理限界値のmg/ml以内,重量汚染度, , ,当社推奨の管理限界値 重量汚染度 上昇する,29
109000244,18,5,ある, , , ,当社推奨の管理限界値のmg/ml以内,.mg/ml, , ,当社推奨の管理限界値のmg/ml以内 重量汚染度 ある,29
109000244,19,3,良好, , , , ,機器の潤滑状態機器の潤滑状態, , ,潤滑状態 良好,30
109000244,20,3,検出する, , ,ケイ素, , , , ,さ 検出する,31
109000244,23,4,混入する, ,外部,鉄, , , , ,鉄 検出する,32
109000244,23,10,検出する, , ,カルシウム, , , , ,鉄 カルシウム 含む,32
109000244,23,10,検出する, , ,亜鉛, , , , ,さ 検出する,32
109000244,23,10,検出する, , ,ナトリウム, , , , ,さ 検出する,32
109000244,25,8,ある, , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値, ,良好の範囲, , ,良好の範囲 異常摩耗の早期発見パラメータであるIs値がの乗 ある,33
109000244,25,10,良好, , , , ,潤滑状態, , ,潤滑状態 良好,33
109000430,1,3,黒い, , ,潤滑油,うち, , , ,潤滑油 ある,96
109000430,6,6,高い, , , , , , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,異物 異常摩耗の早期発見パラメータであるIs値がの乗 高い,97
109000430,6,11,混入する, ,疲労摩耗粒子, , , ,摩耗粒子の形態観察, ,摩耗粒子の形態観察 考える,97
109000430,6,11,混入する, ,外部, , , ,摩耗粒子の形態観察, ,外部 鉄 混入する,97
109000430,6,15,検出する, , ,鉄錆, , , , ,さ 検出する,97
109000430,6,15,検出する, , ,砂, , , , ,さ 検出する,97
109000430,6,18,検出する, , ,鉄, , , , ,鉄 混入する,97
109000430,7,8,良好, , ,全酸価, ,汚染度, ,IR,全酸価 水分 IR 良好,97
109000430,7,8,良好, , ,全酸価, ,潤滑状態粘度, ,IR,全酸価 水分 IR 良好,97
109000430,7,8,良好, , ,全酸価, ,水分, ,IR,水分 良好,97
109000430,7,8,良好, , ,RBOTのデータ, ,汚染度, ,IR,RBOTのデータ 水分 IR 良好,97
109000430,7,8,良好, , ,RBOTのデータ, ,潤滑状態粘度, ,IR,RBOTのデータ 水分 IR 良好,97
109000430,7,8,良好, , ,RBOTのデータ, ,水分, ,IR,水分 良好,97
109000430,8,4,汚染する, , , , ,重量汚染度, , ,重量汚染度のデータ ある,97
109000430,9,6,高い, , , , , , ,潤滑状態異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,RBOTのデータ 潤滑状態異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 高い,97
109000430,9,11,混入する, ,疲労摩耗粒子, , , ,摩耗粒子の形態観察, ,疲労摩耗粒子 摩耗粒子の形態観察 混入する,97
109000430,9,11,混入する, ,外部, , , ,摩耗粒子の形態観察, ,外部 摩耗粒子の形態観察 混入する,97
109000430,9,17,検出する, , ,鉄錆, , , , ,さ 検出する,97
109000430,9,17,検出する, , ,砂, , , , ,さ 検出する,97
109000430,9,23,なる, , , , , , ,軸受の寿命の指標,軸受の寿命 なる,97
109000430,10,4,把握する, , ,摩耗の進行期の開始時期, , , , ,摩耗の進行期の開始時期 砂 把握する,97
109000430,12,3,均一, , ,油中汚染物, , , , ,均一 摩耗する,98
109000625,1,13,受ける, , ,沈降の影響, , , , ,沈降の影響 よる,157
109000625,1,16,出る, , , ,濃度, , , ,濃度 なる,157
109000625,3,6,検出する, , , , , ,摩耗粒子の形態観察, ,摩耗粒子の形態観察 考える,158
109000625,3,9,発生する, , , , , ,ギヤ歯面, ,ギヤ歯面 噛む,158
109000625,3,11,呼ぶ, , , , , , ,マイルド摩耗,ギヤ歯面 発生する,158
109000625,3,16,噛む, , ,異物, , , , ,異物 なる,158
109000625,3,22,混入する, , ,異物, , , , ,異物 噛む,158
109000625,3,26,速い, , ,摩耗進行速度, , , , ,異物 噛む,158
109000625,4,3,進行する, , ,ギヤの摩耗, , , , ,軸受の摩耗 進行する,158
109000625,4,6,発生する, , , , , ,軸受, ,軸受 考える,158
109000625,4,9,発生する, , , , , ,切削摩耗, ,切削摩耗 なる,158
109000625,4,13,なる, , ,生じた軌道面の損傷, , , ,起点,発生した損傷 起点 なる,158
109000625,4,17,なる, , , , , , ,軸受の寿命,軸受 考える,158
109000625,4,19,進行する, , , , ,フレーキング, , ,摩耗 進行する,158
109000625,4,22,低下する, , ,寿命, ,分の程度, , ,発生 低下する,158
109000625,6,3,均一, , ,油中汚染物, , , , ,均一 摩耗する,159
109000625,8,9,ある, , , , ,良好の範囲, , ,良好な範囲 ある,160
109000625,9,8,出来る, , ,RBOT, , , , ,粘度 出来る,161
109000627,1,13,受ける, , ,沈降の影響, , , , ,沈降の影響 よる,168
109000627,1,16,出る, , , ,濃度, , , ,濃度 なる,168
109000627,3,6,検出する, , , , , ,摩耗粒子の形態観察, ,摩耗粒子の形態観察 考える,169
109000627,3,9,発生する, , , , , ,ギヤ歯面, ,ギヤ歯面 噛む,169
109000627,3,11,呼ぶ, , , , , , ,マイルド摩耗,ギヤ歯面 発生する,169
109000627,3,16,噛む, , ,異物, , , , ,異物 なる,169
109000627,3,22,混入する, , ,異物, , , , ,異物 噛む,169
109000627,3,26,速い, , ,摩耗進行速度, , , , ,異物 噛む,169
109000627,4,3,進行する, , ,ギヤの摩耗, , , , ,軸受の摩耗 進行する,169
109000627,4,6,発生する, , , , , ,軸受, ,軸受 考える,169
109000627,4,9,発生する, , , , , ,切削摩耗, ,切削摩耗 なる,169
109000627,4,13,なる, , ,生じた軌道面の損傷, , , ,起点,発生した損傷 起点 なる,169
109000627,4,17,なる, , , , , , ,軸受の寿命,軸受 考える,169
109000627,4,19,進行する, , , , ,フレーキング, , ,摩耗 進行する,169
109000627,4,22,低下する, , ,寿命, ,分の程度, , ,発生 低下する,169
109000627,6,3,均一, , ,油中汚染物, , , , ,均一 摩耗する,170
109000627,8,8,ある,ダフニータービンオイルの新油データとの整合, , , , , , ,ダフニータービンオイルの新油データとの整合 ある,171
109000627,9,18,ある, , , , ,粘度, , ,粘度 ある,172
109000661,2,16,厳しい, , ,金属接触, , , , ,潤滑状態 厳しい,236
109000661,2,18,発生する, , , ,摩耗粒子の形態観察, , , ,摩耗粒子の形態観察 考える,236
109000661,2,22,検出する, , ,シビア粒子, , , , ,粒子 検出する,236
109000661,3,5,検出する, , ,軸受メタルの主成分である錫, , , , ,鉄 軸受メタルの主成分である錫 含む,236
109000661,3,9,検出する, , ,摩耗粒子, , ,XMA, ,摩耗粒子 発生する,236
109000661,3,13,含む, , ,鉄, , , , ,鉄 含む,236
109000661,3,13,含む, , ,マンガン, , , , ,軸受メタルの主成分である錫 検出する,236
109000661,3,15,検出する, , ,シビア粒子, , , , ,粒子 検出する,236
109000661,4,6,混在する, , ,流体潤滑, , , , ,鉄 検出する,236
109000661,4,6,混在する, , ,固体接触, , , , ,鉄 検出する,236
109000661,6,13,ある, , , , , ,当社保有の新油データベースの値, ,当社保有の新油データベースの値 ある,237
109000661,7,2,上昇する, , ,粘度, , , , ,粘度 なる,238
109000661,9,4,ある, , , ,当社推奨の管理限界値内,水分, , ,当社推奨の管理限界値内 ある,239
109000661,10,8,検出する, , ,メタルの主成分である錫, , , , ,錫 検出する,240
109000661,11,6,検出する, , ,軸受メタルの主成分である錫, , , , ,鉄 軸受メタルの主成分である錫 含む,241
109000661,12,1,深い, , , , ,メタル, , ,メタル 含む,242
109000661,12,7,算出する, ,前回までのSOAPの錫濃度ppm,メタルのさ, , , , ,前回までのSOAPの錫濃度ppm メタルのさ 算出する,242
109000661,12,7,算出する, ,油量L,メタルのさ, , , , ,メタル 深い,242
109000661,15,5,分散する, , ,油中の摩耗粒子, ,均一, , ,油中の摩耗粒子 均一 分散する,243
109000661,16,4,発生する, , ,摩耗, , , , ,摩耗 考える,244
109000661,17,2,摩耗する, , ,軸受メタル, , , , ,摩耗 進行する,245
109000661,18,4,含む, , , , ,メタル, , ,潤滑油 含む,246
109000661,18,13,大きい, , , , , , ,求めた摩耗体積,メタル 求めた摩耗体積 大きい,246
109000661,19,4,不明, , ,使用した軸受メタルの組成割合, , , , ,使用した箇所 不明,247
109000661,19,14,計算する, ,錫の組成割合,体積, , , , ,錫の組成割合 体積 計算する,247
109000662,0,7,増加する, , ,D-SOAPの濃度, , , , ,濃度 考える,248
109000662,0,11,進行する, , ,軸受の摩耗, , , , ,軸受 考える,248
109000662,1,15,進行する, , ,軸受の摩耗, , , , ,軸受 考える,248
109000662,3,5,把握する, , ,軸受の摩耗進行状況, , , , ,軸受 考える,249
109000662,6,1,良好, , , , ,粘度, , ,粘度 良好,250
109000662,7,9,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値 上昇する,251
109000662,8,1,良好, , , , ,水分, , ,水分 良好,252
109000662,17,1,良好, , , , ,計数汚染度, , ,計数汚染度 良好,253
109000662,18,5,ある, , , ,NAS級,計数汚染度, , ,計数汚染度 高い,253
109000662,18,5,ある, , , ,当社推奨の管理限界値のNAS級以内,計数汚染度, , ,計数汚染度 当社推奨の管理限界値 到達する,253
109000662,19,1,良好, , , , ,重量汚染度, , ,重量汚染度 良好,254
109000662,20,5,ある, , , ,当社推奨の管理限界値のmg/ml以内,重量汚染度, , ,当社推奨の管理限界値 重量汚染度 上昇する,254
109000662,20,5,ある, , , ,当社推奨の管理限界値のmg/ml以内,.mg/ml, , ,当社推奨の管理限界値のmg/ml以内 重量汚染度 ある,254
109000662,21,7,検出する, , ,錫, , , , ,さ 検出する,255
109000662,24,4,検出する, , ,錫, , , , ,さ 検出する,255
109000662,25,5,検出する, , ,錫, , , , ,さ 検出する,255
109000662,26,13,混入する, ,外部,鉄, , , , ,外部 鉄 混入する,255
109000662,26,13,混入する, ,外部,鉛, , , , ,外部 鉄 混入する,255
109000662,26,13,混入する, ,外部,錫, , , , ,外部 鉄 混入する,255
109000662,26,18,検出する, , ,亜鉛, , , , ,さ 検出する,255
109000662,26,18,検出する, , ,カルシウム, , , , ,鉄 カルシウム 含む,255
109000662,28,6,ある, , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値, ,良好の範囲, , ,良好の範囲 異常摩耗の早期発見パラメータであるIs値がの乗 ある,256
109000670,0,7,噛む, , ,異物, , , , ,異物 なる,297
109000670,0,8,発生する, , ,異物の込み,摩耗粒子の形態観察, , , ,摩耗粒子 発生する,297
109000670,0,13,検出する, , ,疲労摩耗粒子, , , , ,さ 検出する,297
109000670,0,22,検出する, , ,サイズの摩耗粒子, , , , ,摩耗粒子 発生する,297
109000670,1,2,転がる, , ,切削摩耗, , , , ,異物 疲労摩耗粒子 噛む,297
109000670,1,4,発生する, , , , , ,軸受, ,軸受 考える,297
109000670,1,8,なる, , ,寿命, , , ,分の程度,寿命 なる,297
109000670,1,15,把握する, , ,軸受の摩耗状態, , , , ,異物 軸受 ある,297
109000670,2,8,ある, , , , ,良好の範囲, , ,良好の範囲 ある,297
109000670,3,9,ある, , , , ,良好の範囲, ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,良好の範囲 異常摩耗の早期発見パラメータであるIs値がの乗 ある,297
109000670,3,15,噛む, , ,異物, , , , ,異物 なる,297
109000670,3,16,発生する, , ,異物の込み, , , , ,異物 噛む,297
109000670,3,21,検出する, , ,疲労摩耗粒子, , , , ,さ 検出する,297
109000670,3,35,ある, , ,粘度, ,良好の範囲, , ,粘度 良好,297
109000670,3,35,ある, , ,水分, ,良好の範囲, , ,水分 良好,297
109000670,3,35,ある, , ,全酸価, ,良好の範囲, , ,粘度 良好の範囲 ある,297
109000670,3,35,ある, , ,IRのデータ, ,良好の範囲, , ,粘度 良好の範囲 ある,297
109000670,4,5,計算する, , ,バックラッシの増加量, , , , ,バックラッシ 計算する,298
109000676,0,12,受ける, , ,沈降の影響, , , , ,沈降の影響 よる,305
109000676,0,15,出る, , , ,濃度, , , ,濃度 なる,305
109000676,2,2,考える, , , , , , ,濃度,濃度 出る,305
109000676,2,12,低下する, , ,濃度, ,試料油, , ,発生 低下する,305
109000676,2,12,低下する, , ,濃度, ,濃度, , ,低下 発生する,305
109000676,3,3,検出する, , ,疲労摩耗粒子, ,観察された粒子, , ,粒子 検出する,306
109000676,3,9,ある, , , , ,正常な潤滑状態の範囲, , ,正常な状態 ある,306
109000676,4,4,発生する, , ,疲労摩耗, , ,軸受, ,軸受 考える,306
109000676,4,10,進行する, , , , ,フレーキング, , ,摩耗 進行する,306
109000676,5,8,ある, , , , ,良好の範囲, , ,良好な範囲 ある,306
109000676,6,9,ある, , , , ,良好の範囲, ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,良好の範囲 異常摩耗の早期発見パラメータであるIs値がの乗 ある,306
109000676,6,16,検出する, , ,疲労摩耗粒子, , , , ,さ 検出する,306
109000676,6,32,ある, , ,粘度, ,良好の範囲, , ,粘度 良好,306
109000676,6,32,ある, , ,水分, ,良好の範囲, , ,水分 良好,306
109000676,6,32,ある, , ,全酸価, ,良好の範囲, , ,粘度 良好の範囲 ある,306
109000676,6,32,ある, , ,IRのデータ, ,良好の範囲, , ,粘度 良好の範囲 ある,306
109000676,7,5,計算する, , ,バックラッシの増加量, , , , ,バックラッシ 計算する,307
109000741,0,5,資する, , , , ,今後の保守業務, , ,今後の保守業務 資する,336
109000741,1,13,受ける, , ,沈降の影響, , , , ,沈降の影響 よる,337
109000741,1,16,出る, , , ,濃度, , , ,濃度 なる,337
109000741,3,7,高い, , , , , , ,異常摩耗の早期発見パラメータであるIs値がの乗,異常摩耗の早期発見パラメータであるのIs値 有用,338
109000741,3,11,ある, , ,潤滑状態, ,厳しい状態, , ,潤滑状態 厳しい,338
109000741,4,5,厳しい, , ,微小な疲労摩耗粒子, , , , ,疲労摩耗粒子 検出する,339
109000741,4,5,厳しい, , ,金属接触, , , , ,潤滑状態 厳しい,339
109000741,4,11,噛む, , ,硬い異物, , , , ,異物 噛む,339
109000741,4,12,発生する, , , , , ,硬い異物の込み, ,異物の込み 発生する,339
109000741,4,14,検出する, , ,油中の摩耗粒子,切削粒子, , , ,切削粒子 検出する,339
109000741,6,1,発生する, , ,疲労摩耗, , , , ,疲労摩耗 進行する,340
109000741,6,5,集中する, , ,応力, ,摩耗痕, , ,応力 発生する,340
109000741,6,8,なる, , , , , , ,摩耗進展の起点,傷 起点 なる,340
109000741,6,12,広がる, , ,摩耗範囲, , , , ,疲労摩耗 発生する,340
109000741,6,16,進行する, , , , ,認識できるようなフレーキング, , ,フレーキング 進行する,340
109000741,7,10,早い, , , , ,摩耗の進展速度, , ,摩耗 発生する,341
109000741,8,4,進行する, , ,摩耗, , , , ,摩耗 考える,342
109000741,8,6,進行する, , , , ,フレーキング, , ,摩耗 進行する,342
109000741,10,3,均一, , ,油中汚染物, , , , ,均一 摩耗する,343
109000741,12,1,良好, , , , ,粘度, , ,粘度 良好,344
109000741,13,9,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値 上昇する,345
109000741,14,1,良好, , , , ,水分, , ,水分 良好,346
109000741,20,3,上昇する, , ,当社推奨の管理限界値, ,計数汚染度, , ,当社推奨の管理限界値 上昇する,347
109000741,21,3,上昇する, , ,当社推奨の管理限界値, ,計数汚染度, , ,当社推奨の管理限界値 上昇する,347
109000741,22,5,上昇する, , ,NAS級以上, ,計数汚染度, , ,計数汚染度 高い,347
109000741,22,5,上昇する, , ,当社推奨の管理限界値のNAS級, ,計数汚染度, , ,当社推奨の管理限界値 上昇する,347
109000741,23,2,なる, , , , , , ,重量汚染度,重量汚染度 ある,348
109000741,24,2,なる, , , , , , ,重量汚染度,重量汚染度 ある,348
109000741,25,6,高い, , , , , , ,異常摩耗の早期発見パラメータであるIs値がの乗,異常摩耗の早期発見パラメータであるのIs値 有用,349
109000741,25,10,ある, , ,潤滑状態, ,厳しい状態, , ,潤滑状態 厳しい,349
109000741,26,4,検出する, , ,鉄, , , , ,鉄 混入する,350
109000741,27,11,混入する, ,鉄, , , , , ,鉄 含む,350
109000741,27,11,混入する, ,鉛, , , , , ,鉄 検出する,350
109000741,27,11,混入する, ,銅, , , , , ,銅 検出する,350
109000741,27,11,混入する, ,油の添加剤成分であるリン, , , , , ,油の添加剤成分であるリン 混入する,350
109000741,27,11,混入する, ,亜鉛, , , , , ,亜鉛 検出する,350
109000741,27,11,混入する, ,外部, , , , , ,亜鉛 検出する,350
109000741,27,14,検出する, , ,アルミニウム, , , , ,さ 検出する,350
109000741,28,6,検出する, , ,鉄, , , , ,鉄 混入する,350
109000741,28,6,検出する, , ,鉛, , , , ,鉛 ある,350
109000741,28,6,検出する, , ,銅, , , , ,銅 含む,350
109000741,29,11,混入する, ,鉄, , , , , ,鉄 検出する,350
109000741,29,11,混入する, ,鉛, , , , , ,鉄 検出する,350
109000741,29,11,混入する, ,銅, , , , , ,銅 検出する,350
109000741,29,11,混入する, ,油の添加剤成分であるリン, , , , , ,油の添加剤成分であるリン 混入する,350
109000741,29,11,混入する, ,亜鉛, , , , , ,亜鉛 検出する,350
109000741,29,11,混入する, ,外部, , , , , ,亜鉛 検出する,350
109000741,29,16,検出する, , ,アルミニウム, , , , ,さ 検出する,350
109000741,29,16,検出する, , ,カルシウム, , , , ,鉄 カルシウム 含む,350
109000741,29,16,検出する, , ,ナトリウム, , , , ,さ 検出する,350
109000741,30,7,発生する, , ,微小な疲労摩耗粒子, , , , ,疲労摩耗粒子 検出する,351
109000741,30,7,発生する, , ,金属接触, , , , ,金属接触 厳しい,351
109000741,30,10,噛む, , ,異物, , , , ,異物 なる,351
109000741,30,11,発生する, , , , , ,異物の込み, ,異物 噛む,351
109000741,30,15,検出する, , ,切削粒子, , , , ,さ 検出する,351
109000741,31,6,高い, , , , , , ,異常摩耗の早期発見パラメータであるIs値がの乗,異常摩耗の早期発見パラメータであるIs値がの乗 高い,351
109000741,31,10,厳しい, , ,微小な疲労摩耗粒子, , , , ,疲労摩耗粒子 検出する,351
109000741,31,10,厳しい, , ,金属接触, , , , ,潤滑状態 厳しい,351
109000741,31,15,噛む, , ,異物, , , , ,異物 なる,351
109000741,31,16,発生する, , , , , ,異物の込み, ,異物 噛む,351
109000741,31,20,検出する, , ,切削粒子, , , , ,さ 検出する,351
109000743,0,5,資する, , , , ,今後の保守業務, , ,今後の保守業務 資する,352
109000743,1,13,受ける, , ,沈降の影響, , , , ,沈降の影響 よる,353
109000743,1,16,出る, , , ,濃度, , , ,濃度 なる,353
109000743,3,8,高い, , , , , , ,異常摩耗の早期発見パラメータであるIs値がの乗,異常摩耗の早期発見パラメータであるのIs値 有用,354
109000743,3,13,ある, , , , ,厳しい状態, , ,潤滑状態 厳しい,354
109000743,4,2,検出する, , , , , ,摩耗粒子の形態観察, ,摩耗粒子の形態観察 考える,355
109000743,4,5,発生する, , , , , ,フレッティング, ,フレッティング 検出する,355
109000743,4,8,厳しい, , ,発生した赤錆, , , , ,赤錆 検出する,355
109000743,4,8,厳しい, , ,金属接触, , , , ,金属接触 砂 厳しい,355
109000743,4,14,なる, , , , , , ,高圧,値 なる,355
109000743,4,18,検出する, , ,観察された粒子, , , , ,粒子 検出する,355
109000743,4,18,検出する, , ,フリクションポリマ, , , , ,フリクションポリマ 発生する,355
109000743,5,7,進行する, , , , ,疲労摩耗, , ,疲労摩耗 検出する,355
109000743,5,14,ある, , , , ,シビア粒子の発生, , ,シビア粒子 発生する,355
109000743,6,1,発生する, , ,シビア粒子, , , , ,粒子 検出する,355
109000743,6,4,発生する, , , , , ,それ, ,粒子 検出する,355
109000743,6,7,集中する, , ,応力, ,生じた摩耗痕, , ,応力 摩耗痕 集中する,355
109000743,6,10,なる, , , , , , ,摩耗進展の起点,傷 起点 なる,355
