報告No.109-09136 報告No.112-00509 ,分析No.109-001160 分析No.112-002104 ,112-002104_date120108,トライボ診断の結果から、ギヤおよび軸受の状態を確認する。トライボ診断の結果で前回同様にフレッティングにより発生する赤錆が多く観察されました。この赤錆は、前回のSEMとXMAによる分析の結果からギヤ歯面のフレッティングにより発生したと推定されていますが、バックラッシの増加量は、ギヤの情報に示す仮定と実際に大きな違いがなければ、ギヤ歯面の状態は良好であり、減速機の稼動に影響のある状態にはないと思われます。振動診断の結果から軸受の内輪が損傷していることが確認されましたが、トライボ診断の結果からは、現状では軸受の継続使用は問題ない状態にあると思われます。但し、前回の採油箇所はストレーナ空気抜き、今回は減速機ボトムから採油を実施していることから、今回の採油箇所では、異常の兆候を示す大型の摩耗粒子が発生していたとしても、ストレーナに捕捉される可能性があることから、前回までの採油箇所からの試料に比較して清浄な状態になり、分析結果からは異常を確認することが出来ない可能性があると考えられます。修理時期の妥当性を検証する。振動診断の結果から運転時間時間で振動加速度が.m/sと振動値の管理限界値を超えていたものの、トライボ診断の結果からは、現状では軸受の継続使用は問題ない状態にあると思われることから、振動法により修理した今回の時期は、潤滑油分析の結果とは以下の点で必ずしも一致していないと思われました。転がり軸受の寿命を示すフレーキングにより発生した疲労摩耗粒子が観察されていないことフェログラフィーのIs値がの乗と低いことD-SOAPの鉄に大きな変化はないこと計数汚染度はランク低下したこと採油箇所の統一前回の採油箇所はストレーナ空気抜き、今回は減速機ボトムから採油を実施しました。今回の採油箇所では、異常の兆候を示す大型の摩耗粒子が発生していたとしても、ストレーナに捕捉される可能性があることから、前回までの採油箇所からの試料に比較して清浄な状態になり、分析結果からは異常を確認することが出来ない可能性が考えられます。さらに採油箇所を変更すると、分析データの変動が大きいため、今後の採油は、採油箇所を統一することを推奨します。定期的な分析摩耗の進行を監視するため、定期的に分析を実施し、分析データによる摩耗の進行状況を確認することを推奨します。バックラッシによる評価トライボ診断では、バックラッシの増加量を分析結果から計算できますが、今回はギヤの情報を仮定して計算しております。後述のバックラッシ量の計算精度を上げ、結論の信頼性を高めるためには、モジュール、歯幅、油量、油入替後の稼働時間ならびに分解点検後の稼働時間をお知らせ下さい。計算結果をご報告いたします。はフェログラフィーおよびSOAP-Tの結果から総合的に判断した結果、ベアリングには微振動が原因で発生するフレッティング粒子が発生しているものの、直ちに分解を必要とする状態にはなっていないと推定されました。但し、フレッティングは転がり軸受にとって突発的な異常につながりやすい現象であるため、トライボ診断と振動診断を併用し継続して傾向監視する必要があると考えます。フェログラフィー【定量分析：Is値】Is値は異常摩耗の早期発見パラメータのつで、摩耗粒子を定量化するために用います。前回に比較してIs値はの乗から変化はなく、低い値でした。フェログラフィー【定性分析：摩耗粒子および摩耗形態観察】分析結果から比較的多く観察された粒子は、以下の通りでした。正常な摩耗粒子・潤滑状態が正常なマイルド摩耗により発生。赤錆・フレッティングにより発生。観察された摩耗粒子の中でも赤錆は、注意が必要です。フレッティングは、・軸と転がり軸受の内輪内面・軸受箱と転がり軸受の外輪外面・転がり軸受の軌道輪と転動体・ギヤ歯面の箇所で発生する可能性があります。今回フレッティングが発生している箇所は、ギヤ歯面であると推定されます。一般に、ギヤ、転がり軸受でフレッティング粒子が見られる場合は、軸ブレ、或いは、キーの緩み、そしてベアリングのクリープが発生していることがあります。特に、キー溝が緩んでいる場合は徐々に振動値が上昇することがあり、また、酸化により硬化したフレッティング粒子が軸受軌道面やギヤ歯面に噛み込み、その傷が疲労剥離の起点となって疲労摩耗へと進展することもあるため、振動監視と潤滑油分析による状態監視が必要です。Iカップリング発光分光分析【SOAP-T】検出された金属元素から発生箇所を推定すると、以下の通りでした。鉄、銅・軸受、ギヤ等リン、モリブデン・添加剤カルシウム、アルミニウム、ナトリウム・外部混入異物バックラッシ増加量減速機の構造から、最も負荷が大きく、摩耗が進行しやすい箇所はスパイラルベベルギヤとスパイラルベベルピニオンと推定されます。このSBGとSBPが接触する歯面におけるピッチ線上の摩耗量を分析結果から定量的に評価しました。ここでは、ベベルギヤのモジュール、歯幅、油量が不明であったため、モジュールを、歯幅をmm、油量をLと仮定して、この部分が摩耗した場合のバックラッシの増加分を分析結果から推定しました。鉄濃度から求めたバックラッシ増加量は.μmとなります。これらの仮定に間違いがなければ、減速機の稼動に全く影響がない状態にあることが分かります。転がり軸受の状態転がり軸受から発生したと思われる疲労摩耗粒子は観察されませんでした。前回と今回の採油箇所が違い、今回の試料はストレーナ通過後の試料であることから、異常の兆候を示す大型の摩耗粒子が発生していたとしても、ストレーナに捕捉されて、採取することが出来なかった可能性が考えられます。今後、ギヤ歯面からと推定されるフレッティングにより発生した赤錆が転がり軸受の軌道面に噛み込みさらに摩耗が進行し、転がり軸受の寿命の指標となるフレーキングに進展することが懸念されます。計数汚染度は、前回に比較してNAS級からNAS級にランク低下し、当社推奨の管理限界値内にあり、良好でした。粘度、水分、酸価、IRの各データは良好でした。
報告No.109-09136 報告No.112-00382 ,分析No.109-001160 分析No.112-001577 ,112-001577_date121105,潤滑油および対象設備は継続使用可能な状態にあると判断します。但し、今後も摩耗の進行を傾向監視するため、以下の対策を推奨します。次回点検でピストンリングの点検と更油当該機の油中からカルシウム化合物がやや高い濃度で検出されたため、この化合物がコンロッドメタルやクランクメタルの摩耗を促進させる懸念があります。化合物発生の原因は、ピストンリングの摩耗によって燃焼ガスのシール性が低下し、燃焼ガス中の硫黄分と油中のカルシウム添加剤が反応するためと考えられます。そのため、次回点検では第一にピストンリングの摩耗状態の点検を推奨すると共に、第二に、更油を推奨します。更油或いは部分更油による水分濃度の調整水分の影響により金属表面で腐食摩耗が発生し、発生した鉄錆等の粒子が潤滑部に噛み込み摩耗が進行することがありますので、更油或いは部分更油などにより相対的に水分濃度を低くするなどの方法を推奨します。定期的な分析凝着摩耗の進行を監視するため、定期的に分析を実施し、分析データによる摩耗の進行状況を確認することを推奨します。はフェログラフィーおよびSOAP-Tの結果から総合的に判断した結果、やや厳しい状態にあると考えられます。フェログラフィー【定量分析：Is値】Is値は異常摩耗の早期発見パラメータのつで、摩耗粒子を定量化するために用います。前回に比較してIs値はの乗から変化はないものの、やや高い値でした。フェログラフィー【定性分析：摩耗粒子および摩耗形態観察】分析結果から比較的多く観察された粒子は、以下の通りでした。正常な摩耗粒子・潤滑状態が正常なマイルド摩耗により発生。黒錆・潤滑状態がやや厳しい凝着摩耗により発生。金属接触が厳しく、且つ、高い摩擦熱が発生していると考えられます。Iカップリング発光分光分析【SOAP-T】検出された金属元素から発生箇所を推定すると、以下の通りでした。鉄、鉛、銅・軸受等リン、亜鉛、カルシウム、モリブデン・添加剤アルミニウム、ナトリウム・外部混入異物カルシウムの析出前回に比較してSOAP-Tでカルシウムがppmからに減少しているものの、やや高い値でした。エンジン油中にカルシウム化合物が高い濃度で検出された場合、この化合物がコンロッドメタルやクランクメタル摺動面に噛み込んで摩耗させたり、メタルに埋め込まれて摩耗を促進させたりする原因になるなどの悪影響を生じることが当社の研究結果から判明しています。この影響については、別紙カルシウムの析出をご覧ください。クランクメタルの摩耗前回に比較してSOAP-Tで銅がppmからppmに増加していたことから、銅を使用した箇所の溶出・摩耗が進行していると推定されます。銅を使用した箇所は、クランクメタルが考えられます。ディーゼルエンジンのクランクメタルは積層構造になっており、クランクメタルの最表面はホワイトメタル層が存在し、その下にニッケル層、さらにその下には銅と鉛の合金であるケルメット層が存在します。ディーゼルエンジンのメタルは、設計上、油膜が正常に形成される流体潤滑が基本であることから、通常の使用においては摩耗しにくいと思われますが、メタルの潤滑部に流体潤滑になりにくい部分が発生するとメタル表面の軟質金属部が摩耗しメタル部のすぐ下のニッケル部まで摩耗し始め、ホワイトメタル層の主成分である錫や鉛、そしてメタルの第二層のニッケルやバックメタルの銅が検出されます。今後、摩耗が進行した場合、軸受が焼付を起こす可能性があるため、注意が必要です。その他の銅を使用した箇所の溶出・摩耗その他に潤滑油系統内で銅を使用している箇所は、潤滑油冷却器の配管などが考えられます。この箇所で溶出・摩耗が発生する場合は以下のことが考えられます。潤滑油冷却器の配管で摩耗していた場合、配管取付け部に緩みが生じて配管が振動し、継手部が外れたり、亀裂が生じて冷却水の混入にいたる場合があります。亜鉛系添加剤の影響により、潤滑油冷却器の配管で溶出していた場合、ピンホールが発生して冷却水の混入に至る場合があります。今後、油劣化の進行や水分濃度が上昇することに注意が必要です。計数汚染度前回に比較して計数汚染度はNAS級と変化はないものの、汚染されていました。フィルタ表面の異物観察で鉄錆、砂等が観察されたことから、汚染度が高い要因は、摩耗と外部混入異物の影響と思われます。粒度分布粒度分布は.～μmの範囲にあり、.μmにピークが確認されました。μm以下の粒子が多いことから、燃焼して発生したすす等であることが分かります。IRは良好でした。今回は正式な油名が分からないことから、同一メーカのマリンFW-と比較しました。粘度粘度は、.mm/sとマリンFW-の新油値mm/sに比較して、粘度変化率は-.％で、当社推奨の管理限界値である±％を超えていました。水分は、ppmと当社推奨の管理限界値を超えていました。今後、水分の影響でエンジン内部に錆が発生し、その影響で摩耗が発生する懸念があります。酸価はmgKOH/gと新油値のmgKOH/g以下にあり、良好でした。塩基価は.mgKOH/gと当社推奨の管理限界値の.mgKOH/g以上にあり、良好でした。
報告No.109-09136 報告No.112-00643 ,分析No.109-001160 分析No.112-002877 ,112-002877_date130325,分析の結果、潤滑油の劣化はなく、汚染度は良好な範囲にあることから、継続使用可能と判断します。減速機減速機は継続使用可能な状態にあると判断します。但し、ギヤ歯面や軌道面では局部的に高圧・高温の箇所が発生していることから、以下の対策を推奨します。定期的な分析および分析周期の検討定期的に分析を実施することにより、データの変化から異常の兆候を早期に発見することが可能となります。また、今回は対象設備の初回分析であるため、あと最低でも回分析を実施し、分析データの変化から今後の分析周期を検討することを推奨します。今後、摩耗の進行が懸念されるため、出来るだけ早めに回目の分析を実施することを推奨します。はフェログラフィーおよびSOAP-Tの結果から総合的に判断した結果、継続使用は可能ですが、機器の機能を保持するためにも傾向管理が有用と考えます。フェログラフィー【定量分析：Is値】Is値は異常摩耗の早期発見パラメータのつで、摩耗粒子を定量化するために用います。今回のIs値はの乗と高い値でした。フェログラフィー【定性分析：摩耗粒子および摩耗形態観察】分析結果から比較的多く観察された摩耗粒子は、以下の通りでした。フリクションポリマ・局部的に高圧・高温となる場合に発生。Iカップリング発光分光分析【SOAP-T】検出された金属元素から発生箇所を推定すると、以下の通りでした。鉄、ニッケル、亜鉛・ギヤ、軸受等リン、モリブデン・添加剤カルシウム、バリウム、アルミニウム、ナトリウム・外部混入異物は良好と判断します。計数汚染度計数汚染度は、NAS級と当社推奨の管理限界値NAS級以下であり、良好と判断します。重量汚染度は、.mg/mlでした。光学顕微鏡写真重量汚染度で濾過したフィルタ表面上の夾雑物を光学顕微鏡で観察した結果、茶褐色の粘ちょう物、金属片、鉄錆、砂等が観察されました。は良好と判断します。粘度粘度は、mm/sと新油値.mm/sに比較して、粘度変化率は-.％で、当社推奨の管理限界値である±％以内にあり、良好と判断します。水分は、.と当社推奨の管理限界値の以下であり、良好と判断します。酸価は、.mgKOH/gと新油値.mgKOH/g以下であり、良好と判断します。IRIRの結果、油劣化の兆候を示すカルボン酸の吸収が確認されていないことから、良好と判断します。
報告No.109-09136 報告No.112-00643 ,分析No.109-001160 分析No.112-002878 ,112-002878,分析の結果、油の劣化は確認されていないものの、粘度は当社推奨の管理限界値以下であり、IRの結果で新油と使用油のスペクトルパターンが一致していない箇所が確認されました。異種油の混入、または油名が違う可能性がありますので、以下の対策を推奨します。減速機減速機は継続使用可能な状態にあると判断します。但し、疲労摩耗が発生していることから、以下の対策を推奨します。異種油の混入および油名の確認分析データから新油と一致しないデータが確認されたことから、異種油の混入または油名が違っている可能性があります。油は設備の条件にあった適正な性能のものを使用することが重要であるため、異種油の混入の有無、油名を再確認することを推奨します。定期的な分析および分析周期の検討定期的に分析を実施することにより、データの変化から異常の兆候を早期に発見することが可能となります。また、今回は対象設備の初回分析であるため、あと最低でも回分析を実施し、分析データの変化から今後の分析周期を検討することを推奨します。今後、疲労摩耗の進行が懸念されるため、出来るだけ早めに回目の分析を実施することを推奨します。はフェログラフィーおよびSOAP-Tの結果から総合的に判断した結果、継続使用は可能ですが、機器の機能を保持するためにも傾向管理が有用と考えます。フェログラフィー【定量分析：Is値】Is値は異常摩耗の早期発見パラメータのつで、摩耗粒子を定量化するために用います。今回のIs値はの乗とやや高い値でした。フェログラフィー【定性分析：摩耗粒子および摩耗形態観察】分析結果から比較的多く観察された摩耗粒子は、以下の通りでした。疲労摩耗粒子・繰返し応力を受けて発生。Iカップリング発光分光分析【SOAP-T】検出された金属元素から発生箇所を推定すると、以下の通りでした。鉄、ニッケル、亜鉛・ギヤ、軸受等リン、モリブデン・添加剤カルシウム、アルミニウム、ナトリウム・外部混入異物SOAP-Tの結果、リンがppm検出されました。当社にある新油モービルギヤのデータには、リン濃度は桁含まれていることから、添加剤の消耗、異種油の混入、または油名の誤りなどが考えられます。リンは、極圧添加剤として含まれています。極圧添加剤は、金属表面と化学反応を起こし、金属より融点の低い化合物を生成し、これが潤滑材として働き摩耗を防止しています。そのため、リンの消耗が進行した場合、潤滑部では油膜が形成されにくくなり、摩耗が進行しやすくなるため、注意が必要です。は良好と判断します。計数汚染度計数汚染度は、NAS級と当社推奨の管理限界値NAS級以下であり、良好と判断します。重量汚染度は、.g/mlでした。光学顕微鏡写真重量汚染度で濾過したフィルタ表面上の夾雑物を光学顕微鏡で観察した結果、金属片、鉄錆、砂等が観察されました。粘度は当社推奨の管理限界値以下であり、IRの結果で新油と使用油のスペクトルパターンが一致していない箇所が確認されました。粘度粘度は、mm/sと新油値.mm/sに比較して、粘度変化率は-％で、当社推奨の管理限界値である±％を超えていました。適正な粘度範囲で使用していない場合、潤滑部で油膜切れが発生し、摩耗の進行に繋がることが懸念されます。水分は、ppmと当社推奨の管理限界値の以下であり、良好と判断します。酸価は、.mgKOH/gと新油値.mgKOH/gに比較して高いものの、IRで油劣化の兆候を示すカルボン酸の吸収が確認されていないことから、良好と判断します。IRIRの結果、新油と使用油のスペクトルパターンが一致していない箇所が確認されました。
報告No.109-09136 報告No.113-00115 ,分析No.109-001160 分析No.113-000445 ,113-000445,潤滑油の劣化はなく、汚染度は良好な範囲にあることから、継続使用可能と判断します。対象設備減速機は継続使用可能な状態にあると判断します。但し、摩耗粒子の形態観察で疲労摩耗粒子が比較的多く観察されていることから、将来的な摩耗進行の有無を確認するためにも傾向監視を継続することが有効です。定期的な分析定期的な潤滑油分析によるトライボ診断を実施することにより、分析データの変化から異常の兆候を早期に発見することが可能となります。また、今回は対象設備の初回分析であるため、最低でもあと回分析を実施し、分析データの変化から今後の対応を検討することを推奨します。はフェログラフィーおよびSOAP-Tの結果から総合的に判断した結果、継続使用は可能ですが、今後の機器の機能を確認するためにも傾向管理が有用と考えます。フェログラフィー【定量分析：Is値】Is値は異常摩耗の早期発見パラメータのつで、摩耗程度を定量化するために用います。今回のIs値はの乗と低い値でした。フェログラフィー【定性分析：摩耗粒子および摩耗形態観察】分析結果から観察された代表的な摩耗粒子は、以下の通りでした。疲労摩耗粒子・繰返し応力を受けて発生。Iカップリング発光分光分析【SOAP-T】検出された金属元素から発生箇所を推定すると、以下の通りでした。鉄、亜鉛・軸受、ディスク等リン、モリブデン・添加剤カルシウム、アルミニウム、ナトリウム・外部混入異物計数汚染度計数汚染度はNAS級と当社推奨の管理限界値NAS級以下であり、良好と判断します。重量汚染度は.mg/mlでした。光学顕微鏡写真重量汚染度で濾過したフィルタ表面上の夾雑物を光学顕微鏡で観察した結果、金属片、鉄錆、砂等が観察されました。粘度粘度は.mm/sと新油値mm/sに比較して、粘度変化率は-％で、当社推奨の管理限界値である±％以内であり、良好と判断します。水分はppmと当社推奨の管理限界値以下であり、良好と判断します。酸価・IR酸価劣化の進行度は、酸価およびIRの結果から総合的に判断します。酸価は、.mgKOH/gと新油値.mgKOH/g以下であり、IRチャートの結果、油劣化の兆候を示すカルボン酸の吸収が確認されていないことから、酸化劣化していないと判断します。
報告No.109-09094 報告No.112-00124 ,分析No.109-000916 分析No.112-000636 ,112-000636_date121122,グリースおよび軸受は継続使用可能な状態にあると判断します。はフェログラフィーおよびSOAP-Tの結果から総合的に判断した結果、正常な状態にあると考えられます。フェログラフィー【定性分析：摩耗粒子および摩耗形態観察】分析結果から比較的多く観察された粒子は、以下の通りでした。正常な摩耗粒子・潤滑状態が正常なマイルド摩耗により発生。Iカップリング発光分光分析【SOAP-T】検出された金属元素から発生箇所を推定すると、以下の通りでした。鉄、鉛、アンチモン、ニッケル、錫・軸受等亜鉛、カルシウム、アルミニウム、ナトリウム、モリブデン・添加剤、増ちょう剤、外部混入異物．グリースのちょう度、滴点、酸価、IRの各データは良好でした。≪状態監視とパラメータ≫分析の目的および各分析のパラメータは以下の通りです。特性低下目的：グリースの分析結果から、グリースの物理的性状や劣化傾向などを確認する。酸価JISK赤外線吸収スペクトルJISKちょう度JISK滴点JISK摩耗目的：グリース中の摩耗粒子を分析する事により、回転・摺動部の潤滑状態、摩耗劣化の程度、余寿命などを解析する。摩耗診断電子顕微鏡観察JISKX線マイクロアナリシス油中金属濃度JISK≪分析結果≫特性低下酸価：良好酸価.mgKOH/gは管理基本値の.mgKOH/g以内にあることから、問題は無いと判断します。赤外線吸収スペクトル：良好ちょう度：良好ちょう度値はと○○管理限界値であるから以内に留まっています。滴点：良好滴点はと管理基本値のに比較し大きな変化はないことから問題は無いと判断します。摩耗摩耗診断：良好摩耗診断の結果、潤滑状態が正常な場合に発生する摩耗粒子が比較的多く観察されました。電子顕微鏡観察・X線マイクロアナリシス：今回は実施していません。油中金属濃度：良好油中金属濃度の結果、摩耗により発生する鉄、鉛、アンチモン、ニッケル、錫、油の添加剤成分や増ちょう剤等である亜鉛、カルシウム、アルミニウム、ナトリウム、モリブデンが検出されたものの、良好と判断します。
報告No.109-09136 報告No.114-00079 ,分析No.109-001160 分析No.114-000240 ,114-000240,潤滑油は、劣化は確認されなかったものの、重量汚染度が./mlと高い値でした。汚染度が高いのは、機器停止中に油中粒子が沈降することで高濃度となるドレン部分から採油している影響や、潤滑油に添加されている固体潤滑剤であるモリブデンの影響と考えられます。一方、油中金属濃度分析の結果では、固体粒子成分の鉄が検出されたことから、この鉄分が潤滑部に噛み込むことにより、摩耗を促進させる可能性があります。念のため、傾向監視が必要と思われます。軸受は継続使用可能な状態にあると判断します。但し、今後の摩耗推移を確認するためにも傾向監視を継続することが有効です。定期的な分析今後の疲労摩耗の推移を監視するため、定期的に分析を実施することを推奨します。最適な採油方法本試料油は、機器停止中にドレンから採油されているため、別紙油中粒子の沈降の影響に示すように、油中粒子が油槽底部に沈降し、分析データが高濃度に出ている可能性があります。正確なデータによる診断を行うためにも、今後の採油は、停止直後に実施されることを推奨します。異常摩耗の早期発見のパラメータであるIs値はレベルとやや高い値でした。また、潤滑部の摩耗が認められたため、定期的に潤滑油分析を実施し、摩耗推移を監視することが有用と考えます。疲労摩耗粒子・繰返し応力による金属疲労で発生。大型化するとフレーキングの発生が懸念されます。計数汚染度はNAS級と当社推奨の管理限界値以下にあり、良好であるものの、重量汚染度が.mg/mlと高い値でした。D-SOAPで油の添加剤成分であるリン、モリブデンが検出され、フィルタ表面残渣に金属片、粘ちょう物、砂等が観察されたことから、汚染度が高い要因は、摩耗とスラッジ、そして外部混入異物の影響と思われます。粘度、水分、酸価、IRの各データは良好です。
,,113-000737,潤滑油の劣化はないものの、汚染度が高い値でした。添加剤としてモリブデンが添加されている場合、モリブデンの影響で～μmの汚染度が高い値となることがありますが、今回の汚染度の粒子サイズの分布をみると、全てのサイズでNAS級以上であり、SOAP-Tで鉄がppm検出されていることから、汚染度が高いのは摩耗による影響と考えられます。今後、油中の異物がギヤ歯面や軸受軌道面に噛み込み、摩耗が進行することが懸念されます。減速機減速機は継続使用可能であるため、分解点検の必要はないと判断します。また、検出された鉄濃度からギヤのバックラッシの増加量を計算しました。ギヤのバックラッシが適正でない場合、ギヤが円滑に稼動せず、振動の増大鉄がギヤ歯面から発生しているとした場合、仮定に基づく計算であるため参考値となりますが、ギヤのバックラッシ増加量は最も厳しい部分で約μmと推定されました。上限値に比較して十分に小さい値であるため、継続使用に問題はないと考えられます。この増加量を基に、バックラッシの上限値に到達する時間を推定すると、バックラッシの上限値であるμmに到達するのは、年後であることが分かりました。但し、この結果は、減速機の情報を仮定しているため、参考値としてお考え下さい。更油油中の汚染度が高いことから、摩耗粒子や異物等がギヤ歯面や軸受軌道面に噛み込むことによる摩耗の進行が懸念されるため、更油を推奨します。定期的なトライボ診断実施定期的な分析を実施することにより、データの変化から異常の兆候を早期に発見することが可能となります。今後懸念される切削摩耗、疲労摩耗の進行を監視するため、定期的なトライボ診断の実施を推奨します。は全てのデータが正常であり、良好でした。粘度粘度は、.mm/sと新油値の.mm/sに比較して粘度変化率が-％となっており、当社推奨の管理限界値である±％以内にあり、良好でした。水分は.ppmと当社推奨の管理限界値以下にあり、良好と判断します。酸価・IR酸価劣化の進行度は、酸価およびIRの結果から総合的に判断します。酸価は、.mgKOH/gと新油値.mgKOH/g以上であるものの、IRの結果で油劣化の兆候を示すカルボン酸の吸収が確認されていないことから、良好と判断します。計数汚染度が当社推奨の管理限界値を超えていました。フィルタ表面の異物観察で金属片、鉄錆、砂等が観察されたことから、汚染度が高い要因は、摩耗と外部混入異物の影響と思われます。計数汚染度計数汚染度はNAS級以上と当社推奨の管理限界値を超えていました。重量汚染度は.mg/mlと汚染されていました。光学顕微鏡写真重量汚染度で濾過したフィルタ表面上の夾雑物を光学顕微鏡で観察した結果、金属片、鉄錆、砂等が観察されました。はフェログラフィーおよびSOAP-Tの結果から総合的に判断した結果、継続使用は可能ですが、今後の機器の機能を確認するためにも傾向管理が有用と考えます。フェログラフィー【定量分析：Is値】Is値は異常摩耗の早期発見パラメータのつで、摩耗粒子を定量化するために用います。減速機の場合、潤滑状態が良好であればIs値はの乗以下となり、潤滑状態が厳しくなるにつれてIs値は上昇していきます。今回のIs値は、の乗とやや高い値であり、摩耗状態に注意が必要です。フェログラフィー【定性分析：摩耗粒子および摩耗形態観察】分析結果から観察された代表的な粒子は、以下の通りでした。切削粒子・異物や金属表面の微小突起による切削摩耗により発生。疲労摩耗粒子・繰返し応力を受けて発生。フリクションポリマ・局部的に高圧・高温となる場合に発生。鉄錆、砂等・外部から混入したと考えられます。観察された摩耗粒子の中でも切削粒子は、将来的な摩耗の進行に繋がる可能性を示唆しているため、傾向監視が必要と思われます。減速機で切削摩耗が発生した場合、減速機内部で使用されている転がり軸受が切削摩耗により生じた軌道面の損傷が起点となって寿命が分の程度に低下することがあることから、切削摩耗には十分注意する必要があります。切削摩耗の発生原因となる混入異物が残留している場合、この異物により切削摩耗が継続して発生する可能性があります。Iカップリング発光分光分析【SOAP-T】検出された金属元素から発生箇所を推定すると、以下の通りでした。鉄、鉛、銅、ニッケル、錫、亜鉛・ギヤ、軸受等リン、モリブデン・添加剤カルシウム、バリウム、アルミニウム、ナトリウム・外部混入異物バックラッシご提供いただいた情報から本設備は太陽歯車、遊星歯車、内歯車で構成される遊星歯車機構であることが分かりました。今回、歯車のモジュールが不明でした。よって、歯車対のモジュールをと仮定し、バックラッシの増加量を計算しました。その結果、平均的に摩耗が発生していたと仮定した場合、バックラッシの増加量は以下の通りと推定されます。表バックラッシ増加量接触箇所 バックラッシ増加量上限値 バックラッシ増加量  内歯車-遊星歯車 . 約  遊星歯車-太陽歯車  約  バックラッシの初期値が不明であるため、増加量の上限値を適正なバックラッシの最大値と最小値の差としました。今回の推定されたバックラッシ増加量は上限値に比較して十分に小さい値です。但し、今回の計算は仮定に基づいて行っているため、参考値としてお考え下さい。
報告No.108-0411 報告No.110-00262 ,分析No.108-02745 分析No.110-001023 ,110-001023,・摩耗状態SOAP／D－SOAPの結果、潤滑油中からは前回同様に摩耗により発生した鉄が検出されました。粒子観察の結果から、繰返し応力を受けて発生する疲労摩耗粒子、金属潤滑部が局部的に油膜切れを起して発生するシビア粒子が観察されたことから、潤滑部では、金属の疲労による疲労摩耗、油膜破断による凝着摩耗が発生していることが分かりました。一方、異常摩耗の早期発見パラメータであるフェログラフィーのIs値は、前回のの乗から変化はありませんでした。また、転がり軸受寿命の指標としている摩耗粒子が観察されなかったことから、フレーキングの発生はなく、摩耗は安定していると思われます。・汚染度計数汚染度は前回のNAS級からNAS級にランク増加し、当社推奨の管理限界値に到達していました。今回は特別に、SOAP／D－SOAPで通常の元素にはないモリブデンを測定したところ、添加剤として存在するモリブデンが析出して固形化したことが分かりました。汚染度上昇の原因は、モリブデンの析出によるものと考えられます。但し、現在のところは摩耗への影響はほとんどないものと思われます。結論軸受は継続使用可能な状態にありますが、疲労摩耗の進行を監視する必要がありますので、以下の対策を推奨します。今後、疲労摩耗の進行を監視するため、定期的に分析を実施し、摩耗の進行状況を確認することを推奨します。計数汚染度は当社推奨の管理限界値に到達していました。計数汚染度計数汚染度はNAS級と当社推奨の管理限界値のNAS級に到達していました。重量汚染度はmg/mlでした。機器の潤滑状態フェログラフィーの結果、繰返し応力を受けて発生する疲労摩耗粒子が観察されました。SOAPSOAPの結果、摩耗により発生する鉄、油の添加剤成分であるリンが検出されました。D－SOAPD－SOAPの結果、摩耗により発生する鉄が検出されました。フェログラフィー異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗と良好の範囲にあるものの、摩耗粒子の形態観察の結果、繰返し応力を受けて発生する疲労摩耗粒子が観察されました。
報告No.109-09136 報告No.112-00207 ,分析No.109-001160 分析No.112-000843 ,112-000843,潤滑油および減速機は継続使用可能な状態にあると判断します。但し、今後も摩耗の進行を傾向監視するため、以下の対策を推奨します。定期的な分析摩耗の進行を監視するため、定期的に分析を実施し、分析データによる摩耗の進行状況を確認することを推奨します。濾過油中の汚染度が高いことから、観察された摩耗粒子や異物等がギヤ歯面および軌道面に噛み込み摩耗が進行することが懸念されるため、可能であれば濾過を推奨します。フェログラフィーIs値Is値は異常摩耗の早期発見パラメータのつで、摩耗粒子を定量化するために用います。前回に比較してIs値はの乗から乗に低下したものの、やや高い値でした。摩耗粒子および摩耗形態摩耗粒子の形態で比較的多く観察された粒子は、潤滑状態が正常な場合に発生する摩耗粒子でした。これらの摩耗粒子が観察された場合、潤滑部で発生している摩耗形態は、正常なマイルド摩耗であることが分かります。潤滑状態Is値および摩耗粒子の観察結果から総合的に判断した結果、潤滑状態はやや厳しい状態にあると判断します。Iカップリング発光分光分析【SOAP-T】潤滑油中から以下の元素が検出されました。検出された金属元素から発生箇所を推定すると検出された金属元素から発生箇所を推定すると鉄・ギヤ・軸受等リン、モリブデン・オイル添加剤カルシウム、アルミニウム、ナトリウム・外部混入異物であると思われます。このうち、機械部品が摩耗したと思われる元素はのグループです。バックラッシご提供いただいた減速機に関する情報から、スパイラルベベルギヤであり、この部分のバックラッシを求めました。その結果、減速機のギヤ歯面に摩耗が集中していたと仮定した場合、バックラッシの増加量は前回の.μmからμmに増加したと推定されます。バックラッシ増加分の上限値は、メーカにより差異はあるものの、当社の推奨するバックラッシは、一般に推奨されるμmを管理目安にしています。この値に比較して十分に小さい値で、前回に比較して鉄濃度が増加していますが、増加量は極僅かであり摩耗も許容範囲にあることから継続使用には全く問題ないと判断します。前回に比較して計数汚染度はNAS級以上から等級に変化はないものの、当社推奨の管理限界値を超えていました。フィルタ表面の異物観察で表面が茶褐色で金属片、鉄錆、砂等が観察されたことから、汚染度が高い要因は、摩耗とスラッジ、そして外部混入異物の影響と思われます。前回に比較して粘度、水分、酸価、IRの各データは良好でした。
