報告書_id,文_id,動詞_id,名詞,助詞,動詞
112001768,8,5,フェログラフィーおよびSOAP-Tの結果,から,判断する
112001768,8,5,総合的,に,判断する
112001768,8,10,厳しい状態,に,ある
112001768,9,5,摩耗粒子,を,定量化する
112001768,9,7,Is値,は,用いる
112001768,9,7,異常摩耗の早期発見パラメータ,の,用いる
112001768,9,7,ため,に,用いる
112001768,10,3,今回のIs値,は,高い
112001768,10,3,今回の乗,と,高い
112001768,11,5,【定性分析：摩耗粒子および分析結果,から,観察する
112001768,13,2,フリクションポリマ・局部的,に,なる
112001768,13,2,高温,と,なる
112001768,14,5,観察された摩耗粒子の中,でも,必要
112001768,14,5,フリクションポリマ,は,必要
112001768,14,5,注意,が,必要
112001768,15,5,潤滑油,が,押し込める
112001768,15,5,ギヤ歯面や軌道面,に,押し込める
112001768,15,7,高圧状態,に,なる
112001768,15,10,圧縮熱,により,なる
112001768,15,10,高温状態,に,なる
112001768,15,14,重合反応,を,起こす
112001768,15,15,基油自身,が,生成する
112001768,15,17,フリクションポリマ,は,知る
112001768,15,17,こと,が,知る
112001768,16,4,高圧高温状態の解消,が,なす
112001768,16,7,潤滑油の劣化,が,進行する
112001768,16,11,上昇,に,因る
112001768,16,13,潤滑異常,に,進展する
112001768,16,15,場合,が,ある
112001768,17,4,【SOAP-T】検出された金属元素,から,推定する
112001768,17,4,発生箇所,を,推定する
112001768,18,9,鉄・エンジン部品ニッケル、リン、亜鉛、カルシウム、ナトリウム、ホウ素、外部混入異物計数汚染度,は,到達する
112001768,18,9,当社推奨の管理限界値,に,到達する
112001768,18,13,重量汚染度,は,超える
112001768,18,13,当社推奨の管理限界値,を,超える
112001768,19,5,計数汚染度計数汚染度,は,到達する
112001768,19,5,NAS級と当社推奨の管理限界値のNAS級,に,到達する
112001768,20,5,重量汚染度,は,超える
112001768,20,5,mg/mlと当社推奨の管理限界値のmg/ml,を,超える
112001768,21,1,光学顕微鏡写真重量汚染度,で,濾過する
112001768,21,5,濾過したフィルタ表面上の夾雑物,を,観察する
112001768,21,5,光学顕微鏡,で,観察する
112001768,21,9,鉄錆、砂等,が,観察する
112001768,22,3,.~μmの範囲,に,ある
112001768,22,6,粒度分布粒度分布,は,確認する
112001768,22,6,m,に,確認する
112001768,22,6,ピーク,が,確認する
112001768,23,2,μm以下の粒子,が,多い
112001768,23,8,多いこと,から,分かる
112001768,23,8,燃焼して発生したすす等であること,が,分かる
112001768,24,4,水分,は,ある
112001768,24,4,当社推奨の管理限界値の以下,に,ある
112001768,25,4,粘度,は,超える
112001768,25,4,当社推奨の管理限界値,を,超える
112001768,26,6,mm/sと油値mm/s,に,比較する
112001768,26,14,粘度,は,超える
112001768,26,14,-.％,で,超える
112001768,26,14,当社推奨の管理限界値である±％,を,超える
112001768,27,5,低下の要因のひとつ,と,なる
112001768,27,10,混入や劣化,が,確認する
112001768,27,10,IR,で,確認する
112001768,27,19,潤滑油の分子,が,受ける
112001768,27,19,せん断作用,を,受ける
112001768,27,22,確認できなかったこと,から,考える
112001768,27,22,低下,は,考える
112001768,27,22,受けて低下したこと,など,考える
112001768,28,3,mgKOH/gと油値mgKOH/g以下,に,ある
112001768,28,6,酸価,は,判断する
112001768,28,6,こと,から,判断する
112001768,28,6,良好,と,判断する
112001768,29,7,塩基価,は,判断する
112001768,29,7,良好,と,判断する
112001768,30,6,使用油のスペクトルパターン,は,一致する
112001768,30,9,油劣化の兆候,を,示す
112001768,30,12,カルボン酸の吸収,が,確認する
112001768,30,15,確認されていないこと,から,判断する
112001768,30,15,良好,と,判断する
112002877,0,4,油の劣化,は,確認する
112002877,0,15,IRの結果,で,一致する
112002877,0,15,使用油のスペクトルパターン,が,一致する
112002877,0,17,一致していない箇所,が,確認する
112002877,1,3,油名,が,違う
112002877,1,5,可能性,が,ある
112002877,1,8,以下の対策,を,推奨する
112002877,2,3,減速機減速機,は,ある
112002877,2,3,継続使用可能な状態,に,ある
112002877,3,6,ギヤ歯面や軌道面,で,発生する
112002877,3,6,局部的,に,発生する
112002877,3,6,高圧・高温の箇所,が,発生する
112002877,3,10,こと,から,推奨する
112002877,3,10,以下の対策,を,推奨する
112002877,4,5,油名の確認分析データ,から,一致する
112002877,4,5,油,と,一致する
112002877,4,7,一致しないデータ,が,確認する
112002877,4,12,異種油の混入または油名,が,違う
112002877,4,14,確認されたこと,から,ある
112002877,4,14,可能性,が,ある
112002877,5,3,設備の条件,に,ある
112002877,5,7,適正な性能のもの,を,使用する
112002877,5,9,油,は,重要
112002877,5,9,こと,が,重要
112002877,5,15,異種油の混入の有無、油名,を,確認する
112002877,5,17,こと,を,推奨する
112002877,6,-1,可能,と,可能
112002877,6,5,分析周期の検討定期的,に,実施する
112002877,6,5,分析,を,実施する
112002877,6,12,データの変化,から,発見する
112002877,6,12,異常の兆候,を,発見する
112002877,6,12,早期,に,発見する
112002877,6,14,こと,により,可能
112002877,6,14,こと,が,可能
112002877,7,8,最低,で,実施する
112002877,7,8,回分析,を,実施する
112002877,7,13,分析データの変化,から,検討する
112002877,7,13,今後の分析周期,を,検討する
112002877,7,15,今回,は,推奨する
112002877,7,15,こと,を,推奨する
112002877,8,3,摩耗の進行,が,懸念する
112002877,8,9,早め,に,実施する
112002877,8,9,回目の分析,を,実施する
112002877,8,11,こと,を,推奨する
112002877,9,5,フェログラフィーおよびSOAP-Tの結果,から,判断する
112002877,9,5,総合的,に,判断する
112002877,9,8,継続使用,は,可能
112002877,9,11,機器の機能,を,保持する
112002877,9,14,ため,に,有用
112002877,9,14,傾向管理,が,有用
112002877,9,15,有用,と,考える
112002877,10,5,摩耗粒子,を,定量化する
112002877,10,7,Is値,は,用いる
112002877,10,7,異常摩耗の早期発見パラメータ,の,用いる
112002877,10,7,ため,に,用いる
112002877,11,2,今回のIs値,は,高い
112002877,11,2,今回の乗,と,高い
112002877,12,5,【定性分析：摩耗粒子および分析結果,から,観察する
112002877,13,2,フリクションポリマ・局部的,に,なる
112002877,13,2,高温,と,なる
112002877,14,4,【SOAP-T】検出された金属元素,から,推定する
112002877,14,4,発生箇所,を,推定する
112002877,15,10,リン,が,ppm検出する
112002877,16,5,ご提供いただいた油モービルギヤ,から,含む
112002877,16,5,リン,が,含む
112002877,16,13,こと,から,考える
112002877,16,13,油名の誤り,など,考える
112002877,17,3,リン,は,含む
112002877,17,3,圧添加剤,として,含む
112002877,18,4,金属表面と化学反応,を,起こす
112002877,18,7,金属,より,低い
112002877,18,7,融点,の,低い
112002877,18,9,低い化合物,を,生成する
112002877,18,12,これ,が,働く
112002877,18,12,潤滑材,として,働く
112002877,18,14,圧添加剤,は,防止する
112002877,18,14,摩耗,を,防止する
112002877,19,4,リンの消耗,が,進行する
112002877,19,8,潤滑部,で,形成する
112002877,19,8,油膜,が,形成する
112002877,19,10,摩耗,が,進行する
112002877,19,13,注意,が,必要
112002877,20,2,良好,と,判断する
112002877,21,5,計数汚染度計数汚染度,は,判断する
112002877,21,5,NAS級と当社推奨の管理限界値NAS級以下であり、良好,と,判断する
112002877,23,1,光学顕微鏡写真重量汚染度,で,濾過する
112002877,23,5,濾過したフィルタ表面上の夾雑物,を,観察する
112002877,23,5,光学顕微鏡,で,観察する
112002877,23,13,粘ちょう物、金属片、鉄錆、砂等,が,観察する
112002877,24,9,IRの結果,で,一致する
112002877,24,9,使用油のスペクトルパターン,が,一致する
112002877,24,11,一致していない箇所,が,確認する
112002877,25,6,mm/sと油値mm/s,に,比較する
112002877,25,14,粘度,は,超える
112002877,25,14,-.％,で,超える
112002877,25,14,当社推奨の管理限界値である±％,を,超える
112002877,26,4,範囲,で,使用する
112002877,26,8,潤滑部,で,発生する
112002877,26,8,油膜切れ,が,発生する
112002877,26,11,摩耗の進行,に,繋がる
112002877,26,13,こと,が,懸念する
112002877,27,6,水分,は,判断する
112002877,27,6,良好,と,判断する
112002877,28,4,酸価,は,判断する
112002877,28,4,良好,と,判断する
112002877,29,5,使用油のスペクトルパターン,が,一致する
112002877,29,7,一致していない箇所,が,確認する
113000106,0,2,油の劣化,は,確認する
113000106,0,5,汚染度,が,高い
113000106,0,9,高いこと,から,推奨する
113000106,0,9,以下の対策,を,推奨する
113000106,1,3,軸受,は,ある
113000106,1,3,継続使用可能な状態,に,ある
113000106,2,4,将来的な摩耗進行の有無,を,確認する
113000106,2,7,ため,に,継続する
113000106,2,7,傾向監視,を,継続する
113000106,2,9,こと,が,有効
113000106,3,6,高い濃度,に,なる
113000106,3,8,油槽内の清掃潤滑油,は,分かる
113000106,3,8,こと,が,分かる
113000106,4,6,これらの汚染,は,推定する
113000106,4,6,もの,と,推定する
113000106,4,10,油槽内,は,汚染する
113000106,4,10,これらの摩耗粒子,など,汚染する
113000106,5,2,使用,を,継続する
113000106,5,6,汚染粒子,により,促進する
113000106,5,6,摩耗,が,促進する
113000106,5,8,可能性,が,ある
113000106,5,11,更油,を,推奨する
113000106,6,2,更油,を,する
113000106,6,5,油槽内,を,清掃する
113000106,6,9,油,も,なる
113000106,6,9,NAS級程度,に,なる
113000106,6,11,際,に,推奨する
113000106,7,-1,可能,と,可能
113000106,7,3,分析定期的な分析,を,実施する
113000106,7,10,データの変化,から,発見する
113000106,7,10,異常の兆候,を,発見する
113000106,7,10,早期,に,発見する
113000106,7,12,こと,により,可能
113000106,7,12,こと,が,可能
113000106,8,4,疲労摩耗の進行,を,監視する
113000106,8,8,定期的,に,実施する
113000106,8,8,分析,を,実施する
113000106,8,10,こと,を,推奨する
113000106,9,5,フェログラフィーおよびSOAP-Tの結果,から,判断する
113000106,9,5,総合的,に,判断する
113000106,9,8,継続使用,は,可能
113000106,9,12,今後の機器の機能,を,確認する
113000106,9,15,ため,に,有用
113000106,9,15,傾向管理,が,有用
113000106,9,16,有用,と,考える
113000106,10,5,摩耗程度,を,定量化する
113000106,10,7,Is値,は,用いる
113000106,10,7,異常摩耗の早期発見パラメータ,の,用いる
113000106,10,7,ため,に,用いる
113000106,11,2,今回のIs値,は,高い
113000106,11,2,今回の乗,と,高い
113000106,12,3,【定性分析：摩耗粒子および分析結果,から,観察する
113000106,13,1,繰返し応力,を,受ける
113000106,14,1,外部,から,混入する
113000106,15,4,【SOAP-T】検出された金属元素,から,推定する
113000106,15,4,発生箇所,を,推定する
113000106,16,13,鉄、鉛、銅、錫、亜鉛・軸受等リン、モリブデン・添加剤カルシウム、バリウム、アルミニウム、ケイ素、外部混入異物計数汚染度,は,超える
113000106,16,13,NAS級以上と当社推奨の管理限界値,を,超える
113000106,17,9,フィルタ表面の異物観察,で,観察する
113000106,17,9,炭素の微粒子,が,観察する
113000106,17,12,汚染度,が,高い
113000106,17,18,外部混入異物の影響,と,思う
113000106,18,6,水分、酸価、IRのデータ,は,良好
113001446,0,4,油の劣化,は,確認する
113001446,0,7,確認されなかったこと,から,判断する
113001446,0,7,継続使用可能,と,判断する
113001446,1,3,粘度,が,低下する
113001446,1,8,こと,から,推奨する
113001446,1,8,対策,を,推奨する
113001446,2,3,停止中のオイルゲージ,から,採油する
113001446,2,8,油中の摩耗粒子,が,分散する
113001446,2,8,均一,に,分散する
113001446,2,14,試料,は,なる
113001446,2,14,こと,から,なる
113001446,2,14,分析データ,は,なる
113001446,2,14,目,に,なる
113001446,3,5,エンジン内のカム/カムローラ部,で,使用する
113001446,3,9,コンロッドのメタル部,で,使用する
113001446,3,12,錫,が,検出する
113001446,3,17,これらの箇所,が,摩耗する
113001446,3,19,分析の結果,で,分かる
113001446,3,19,若干ながら検出されたこと,から,分かる
113001446,3,19,事,が,分かる
113001446,4,7,低濃度であること,から,可能
113001446,4,7,対象設備,は,可能
113001446,4,8,今回,は,思う
113001446,4,8,継続使用可能,と,思う
113001446,4,12,今後の摩耗進行の有無,を,確認する
113001446,4,15,ため,に,継続する
113001446,4,15,傾向監視,を,継続する
113001446,4,17,こと,が,有効
113001446,5,-1,可能,と,可能
113001446,5,3,トライボ診断実施定期的な分析,を,実施する
113001446,5,10,データの変化,から,発見する
113001446,5,10,異常の兆候,を,発見する
113001446,5,10,早期,に,発見する
113001446,5,12,こと,により,可能
113001446,5,12,こと,が,可能
113001446,6,5,凝着摩耗の進行,を,監視する
113001446,6,10,定期的なトライボ診断の実施,を,推奨する
113001446,7,4,早め,に,確認する
113001446,7,4,低下,が,確認する
113001446,7,9,潤滑部,で,懸念する
113001446,7,9,摩耗の発生,が,懸念する
113001446,8,3,早め,の,更
113001446,8,4,これらの予防処置,として,推奨する
113001446,8,4,早めの更油,を,推奨する
113001446,9,4,機器停止中,に,採油する
113001446,9,4,オイルゲージ,から,採油する
113001446,9,8,最適な試料油,は,出る
113001446,9,8,分析データ,が,出る
113001446,9,8,濃度,に,出る
113001446,10,3,診断,を,行う
113001446,10,11,運転中もしくは停止直後の油槽中層部,から,実施する
113001446,10,13,ため,に,推奨する
113001446,10,13,今後の採油,は,推奨する
113001446,10,13,こと,を,推奨する
113001446,11,4,粘度,は,ある
113001446,11,4,当社推奨の管理限界値以内,に,ある
113001446,12,7,.mm/sと新油値のmm/s,に,比較する
113001446,12,12,粘度,は,なる
113001446,12,12,変化率,が,なる
113001446,12,12,-％,と,なる
113001446,12,16,当社推奨の管理限界値である±％以内,に,ある
113001446,13,4,.と当社推奨の管理限界値以下,に,ある
113001446,13,6,水分,は,判断する
113001446,13,6,良好,と,判断する
113001446,14,3,油劣化の兆候,を,示す
113001446,14,6,カルボン酸の吸収,が,確認する
113001446,14,9,確認されていないこと,から,劣化する
113001446,14,9,油,は,劣化する
113001446,14,10,IRIR,は,判断する
113001446,15,5,塩基価,は,判断する
113001446,15,5,.mgKOH/gと当社推奨の管理限界値mgKOH/g以上であり、良好,と,判断する
113001446,16,12,ほか,に,含む
113001446,16,12,金属片、鉄錆、砂等,が,含む
113001446,18,1,光学顕微鏡写真重量汚染度,で,濾過する
113001446,18,5,濾過したフィルタ表面上の夾雑物,を,観察する
113001446,18,5,光学顕微鏡,で,観察する
113001446,18,11,金属片、すす、鉄錆、砂等,が,観察する
113001446,19,3,.~μmの範囲,に,ある
113001446,19,6,粒度分布粒度分布,は,確認する
113001446,19,6,m,に,確認する
113001446,19,6,ピーク,が,確認する
113001446,20,2,μm以下の粒子,が,多い
113001446,20,10,多いこと,から,推測する
113001446,20,10,油中粒子の主成分であること,が,推測する
113001446,21,5,フェログラフィーおよびSOAP-Tの結果,から,判断する
113001446,21,5,総合的,に,判断する
113001446,21,8,継続使用,は,可能
113001446,21,12,今後の機器の機能,を,確認する
113001446,21,15,ため,に,有用
113001446,21,15,傾向管理,が,有用
113001446,21,16,有用,と,考える
113001446,22,5,摩耗程度,を,定量化する
113001446,22,7,Is値,は,用いる
113001446,22,7,異常摩耗の早期発見パラメータ,の,用いる
113001446,22,7,ため,に,用いる
113001446,24,3,【定性分析：摩耗粒子および分析結果,から,観察する
113001446,28,2,局部的,に,厳しい
113001446,28,2,金属接触,が,厳しい
113001446,28,6,高い摩擦熱,が,発生する
113001446,29,8,将来的な摩耗の進行,に,繋がる
113001446,29,10,可能性,を,示唆する
113001446,29,13,観察された摩耗粒子の中,でも,必要
113001446,29,13,切削粒子、黒錆,は,必要
113001446,29,13,傾向監視,が,必要
113001446,29,14,必要,と,思う
113001446,30,3,他の摩耗形態,に,比較する
113001446,30,7,摩耗進行速度,が,必要
113001446,30,7,注意,が,必要
113001446,30,11,状態監視,が,必要
113001446,30,12,切削摩耗,は,考える
113001446,30,12,必要,と,考える
113001446,31,2,切削摩耗の原因,と,なる
113001446,31,4,混入異物,が,残留する
113001446,31,9,異物,により,継続する
113001446,31,9,切削摩耗,が,継続する
113001446,31,12,可能性,が,ある
113001446,32,2,黒錆,は,分類する
113001446,32,2,凝着摩耗,に,分類する
113001446,33,6,摺動面での金属同士の接触時,に,起こる
113001446,33,10,高い摩擦熱,によって,酸化する
113001446,33,10,鉄,が,酸化する
113001446,33,11,摩耗粒子,は,発生する
113001446,34,2,状態,が,継続する
113001446,34,6,摺動面,で,発生する
113001446,34,6,焼付,が,発生する
113001446,34,9,設備の損傷,に,至る
113001446,34,11,場合,が,ある
113001446,35,4,【SOAP-T】検出された金属元素,から,推定する
113001446,35,4,発生箇所,を,推定する
113001446,36,18,鉄、鉛、銅、クロム、アンチモン、ニッケル、錫・エンジン部品リン、亜鉛、カルシウム・添加剤アルミニウム、ケイ素、ナトリウム、マグネシウム、モリブデン・外部混入異物クランクメタルの摩耗SOAP-T,で,検出する
113001446,36,18,錫,が,検出する
113001446,36,18,ppm、ニッケル,が,検出する
113001446,36,18,銅,が,検出する
113001446,36,22,検出されたこと,から,発生する
113001446,36,22,クランクメタル表面,に,発生する
113001446,36,22,摩耗,が,発生する
113001446,37,3,ディーゼルエンジンのクランクメタル,は,なる
113001446,37,3,積層構造,に,なる
113001446,37,7,クランクメタルの表面,は,存在する
113001446,37,7,ホワイトメタル層,が,存在する
113001446,37,18,下,に,存在する
113001446,37,18,下,に,存在する
113001446,37,18,銅と鉛の合金であるケルメット層,が,存在する
113001446,38,5,油膜,が,形成する
113001446,38,5,正常,に,形成する
113001446,38,11,基本であること,から,摩耗する
113001446,38,11,通常の使用,において,摩耗する
113001446,38,12,ディーゼルエンジンのメタル,は,思う
113001446,38,16,流体潤滑,に,なる
113001446,38,18,メタルの潤滑部,に,発生する
113001446,38,18,なりにくい部分,が,発生する
113001446,38,21,メタル表面の軟質金属部,が,摩耗する
113001446,38,26,下のニッケル部,まで,摩耗する
113001446,38,36,バックメタルの銅,が,検出する
113001446,39,2,摩耗,が,進行する
113001446,39,6,軸受,が,起こす
113001446,39,6,焼付,を,起こす
113001446,39,8,可能性,が,ある
113001446,39,11,注意,が,必要
113001980,0,3,対象設備,は,ある
113001980,0,3,継続使用可能な状態,に,ある
113001980,1,4,今後の摩耗進行の有無,を,確認する
113001980,1,7,ため,に,継続する
113001980,1,7,傾向監視,を,継続する
113001980,1,9,こと,が,有効
113001980,2,3,内容,を,くださる
113001980,3,2,油名,が,不明
113001980,3,5,性能評価,を,する
113001980,3,7,潤滑油潤滑油,は,出来る
113001980,3,7,不明であること,から,出来る
113001980,3,7,こと,が,出来る
113001980,4,3,内容,を,くださる
113001980,5,3,定期的な分析摩耗推移の傾向,を,把握する
113001980,5,6,摩耗進行の将来予測,を,行う
113001980,5,10,ため,に,実施する
113001980,5,10,定期的,に,実施する
113001980,5,10,分析,を,実施する
113001980,5,12,こと,を,推奨する
113001980,6,1,油,の,粘い
113001980,6,6,油の性能,を,評価する
113001980,7,4,新油との比較,が,必要
113001980,7,10,油の性能低下,は,推奨する
113001980,7,10,必要なこと,から,推奨する
113001980,7,10,比較評価,を,推奨する
113001980,8,1,総合的,に,判断する
113001980,8,4,許容範囲内,に,ある
113001980,8,6,機器,は,可能
113001980,8,7,継続使用可能,と,判定する
113001980,8,10,摺動部の摩耗,が,認める
113001980,8,14,定期的,に,実施する
113001980,8,14,潤滑油分析,を,実施する
113001980,8,16,摩耗推移,を,監視する
113001980,8,18,こと,が,有用
113001980,8,19,有用,と,考える
113001980,9,5,摩耗,を,定量化する
113001980,9,7,Is値,は,用いる
113001980,9,7,異常摩耗の早期発見パラメータ,の,用いる
113001980,9,7,ため,に,用いる
113001980,10,2,Is値,は,高い
113001980,10,2,乗,と,高い
113001980,14,6,将来的,に,進展する
113001980,14,6,異常摩耗,へ,進展する
113001980,14,8,観察された摩耗粒子の中,でも,示唆する
113001980,14,8,切削粒子,は,示唆する
113001980,14,8,可能性,を,示唆する
113001980,14,11,傾向監視,が,必要
113001980,14,12,必要,と,思う
113001980,15,2,別紙傾向監視,が,必要
113001980,15,4,詳細,は,くださる
113001980,15,4,必要な摩耗粒子,を,くださる
113001980,16,3,摩耗発生箇所,は,推定する
113001980,16,3,以下,の,推定する
113001980,16,3,よう,に,推定する
113001980,17,18,鉄、鉛、銅、アンチモン、錫・エンジン部品等リン、亜鉛、カルシウム、マグネシウム・添加剤アルミニウム、ナトリウム、モリブデン・外部混入異物コンロッドメタル或いはクランクメタル等の摩耗SOAP-T,で,検出する
113001980,17,18,錫,が,検出する
113001980,17,18,ppm、鉛,が,検出する
113001980,17,18,ppm、アンチモン,が,検出する
113001980,17,18,銅,が,検出する
113001980,17,22,検出されたこと,から,摩耗する
113001980,17,22,コンロッドメタル或いはクランクメタル等,が,摩耗する
113001980,18,3,詳細,は,くださる
113001980,18,3,別紙コンロッドメタル・クランクメタルの摩耗,を,くださる
113001980,19,3,固形カルシウム化合物の生成SOAP-T,で,検出する
113001980,19,3,カルシウム,が,検出する
113001980,20,1,ディーゼルエンジンオイル中,に,検出する
113001980,20,4,燃焼ガス中,に,含む
113001980,20,6,硫黄分,と,反応する
113001980,20,11,カルシウム,は,生成する
113001980,20,11,石膏,が,生成する
113001980,21,4,影響,について,くださる
113001980,21,4,別紙固形カルシウム化合物の生成,を,くださる
113001980,23,3,評価,が,必要
113001980,24,4,水分,は,良好
113001980,26,3,評価,が,必要
113002696,0,2,汚染度,が,高い
113002696,1,2,~μmサイズの粒子数,が,多い
113002696,1,5,多いこと,から,添加する
113002696,1,5,潤滑油,に,添加する
113002696,1,10,モリブデンの影響,で,なる
113002696,1,10,高い値,と,なる
113002696,1,12,可能性,が,考える
113002696,1,17,汚染度の増加傾向,を,監視する
113002696,1,19,こと,が,有効
113002696,2,3,対象設備,は,ある
113002696,2,3,継続使用可能な状態,に,ある
113002696,3,3,今後の摩耗推移,を,確認する
113002696,3,6,ため,に,継続する
113002696,3,6,傾向監視,を,継続する
113002696,3,8,こと,が,有効
113002696,4,5,疲労摩耗の推移,を,監視する
113002696,4,9,定期的な分析実施,を,推奨する
113002696,5,10,アンチモンとアルミニウムの使用箇所の確認油中金属分析の結果,から,検出する
113002696,5,10,アンチモンとアルミニウム,が,検出する
