報告書_id,文_id,動詞_id,動詞,主体,起点,対象,状況,着点,手段,関係,事象,レコード_id
109001793,15,12,検出する, , ,カルシウム, , , , ,カルシウム 発生する,702
109001793,15,12,検出する, , ,ナトリウム, , , , ,ナトリウム 発生する,702
109001795,0,7,満たす, , ,全ての分析項目の値, , , , ,全ての分析項目の値 満たす,703
109001795,0,20,良好, , , , ,潤滑状態, , ,潤滑状態 良好,703
109001795,0,24,係る, , , , , , ,判断します特性低下特性低下,特性低下特性低下 係る,703
109001795,1,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,全ての分析項目の値 当社推奨の管理限界値である±％以内 判断します特性低下特性低下 ある,703
109001795,2,3,設定する, , ,管理限界値, , , , ,管理限界値 設定する,704
109001795,7,1,係る, , , , ,汚染, , ,摩耗 係る,705
109001795,12,9,ある, , , , ,良好の範囲, , ,良好な範囲 ある,706
109001795,12,13,良好, , , , ,潤滑箇所の潤滑状態, , ,潤滑箇所の潤滑状態 良好,706
109001795,13,5,混入する, ,外部, , , , , ,外部 潤滑箇所の潤滑状態 混入する,706
109001795,13,10,検出する, , ,ケイ素, , , , ,ケイ素 増加する,706
109001795,14,5,混入する, ,外部, , , , , ,ケイ素 検出する,706
109001795,14,11,検出する, , ,カルシウム, , , , ,カルシウム 発生する,706
109001795,14,11,検出する, , ,ナトリウム, , , , ,ナトリウム 発生する,706
109002229,0,13,ある, , , , ,不良領域, , ,高い領域 ある,1004
109002229,1,3,移行する, ,ISOVG, , ,ISOVG, , ,ISOVG 考える,1005
109002241,0,12,ある, , , , ,処置領域, , ,処置領域 ある,1008
109002241,1,3,移行する, ,ISOVG, , ,ISOVG, , ,ISOVG 考える,1009
109002627,0,9,増加する, ,NAS級,計数汚染度, ,級, , ,NAS級 計数汚染度 ある,1100
109002627,1,3,発生する, , , ,摩耗粒子の形態観察, ,フレッティング, ,フレッティング 発生する,1101
109002627,1,7,検出する, , ,発生したμm未満の赤錆, , , , ,発生した赤錆 検出する,1101
109002627,2,5,増加する, , ,鉄, , , , ,発生したμm未満の赤錆 検出する,1101
109002627,3,5,接合する,スラストランナー固定部, ,スラストメタル台金部の鉄系材料, , , , ,スラストランナー固定部 スラストメタル台金部の鉄系材料 発生したμm以下の赤錆 接合する,1101
109002627,4,3,発生する, , ,赤錆, , , , ,赤錆 検出する,1101
109002627,4,11,噛む, , ,発生した赤錆, , , ,軸受摺動面,発生した赤錆 検出する,1101
109002627,4,13,進行する, , ,摩耗, , , , ,赤錆 発生する,1101
109002627,5,4,発生する, , , ,・汚染度の増加摩耗粒子の形態観察, ,フレッティング, ,・汚染度の増加摩耗粒子の形態観察 フレッティング 発生する,1101
109002627,5,8,検出する, , ,発生したμm未満の赤錆, , , , ,発生した赤錆 検出する,1101
109002627,5,11,増加する, , ,汚染度, , , , ,発生したμm未満の赤錆 検出する,1101
109002627,6,3,噛む, , ,赤錆, , , ,軸受摺動面,赤錆 発生する,1101
109002687,0,16,厳しい, , ,金属接触, , , , ,金属接触 なる,1134
109002687,0,18,発生する, , , ,摩耗粒子の形態観察, , , ,摩耗粒子の形態観察 検出する,1134
109002687,0,22,検出する, , ,シビア粒子, , , , ,シビア粒子 発生する,1134
109002687,1,4,検出する, , ,金属片, , ,フィルタ表面の異物観察, ,砂 フィルタ表面の異物観察 検出する,1135
109002687,1,4,検出する, , ,鉄錆, , ,フィルタ表面の異物観察, ,砂 フィルタ表面の異物観察 検出する,1135
109002687,2,7,増加する, , ,メタルの主成分である錫, , , , ,メタルの主成分である錫 検出する,1135
109002687,3,3,接触する,発生軸受摺動部, , , , , , ,発生軸受摺動部 接触する,1136
109002687,3,3,接触する,鉄系材料同士, , , , , , ,鉄系材料同士 接触する,1136
109002687,3,13,発生する, , ,厳しい金属接触,ラビリンス, , , ,ラビリンス 発生する,1136
109002687,3,13,発生する, , ,厳しい金属接触,軸受支持部, , , ,軸受支持部 発生する,1136
109002687,3,13,発生する, , ,厳しい金属接触,油用ポンプ内部, , , ,厳しい金属接触 油用ポンプ内部 発生する,1136
109002687,4,3,進行する, , ,摩耗, , , , ,金属接触 砂 厳しい,1136
109002687,5,1,噛む, , ,外部混入異物, , , , ,外部混入異物 噛む,1136
109002687,5,6,噛む, , ,これらの異物, , , ,軸受摺動面,外部混入異物 摩耗粒子 噛む,1136
109002687,5,8,進行する, , ,摩耗, , , , ,外部混入異物 考える,1136
109002687,6,3,進行する, , ,・メタルの摩耗軸受の摩耗, , , , ,・メタルの摩耗軸受の摩耗 軸受摺動面 進行する,1136
109002687,6,9,進行する, , ,摩耗, , , , ,外部混入異物 考える,1136
109002687,7,3,噛む, , ,異物, , , ,油膜切れ,異物 噛む,1137
109002688,2,1,上昇する, , ,RBOT, , , , ,RBOT 出来る,1138
109002688,2,9,混合する, , , ,実施した仮設タンク, , ,他の軸受油,実施した仮設タンク 他の軸受油 混合する,1138
109002688,2,15,残留する, , ,濾過機配管内, , , , ,濾過機配管内 残留する,1138
109002688,2,15,残留する, , ,仮設タンク, , , , ,仮設タンク 残留する,1138
109002688,2,15,残留する, , ,油, , , , ,油 残留する,1138
109002688,2,18,考える,上昇した理由, , , , , , ,増加した理由 考える,1138
109002688,2,18,考える,残留し, , , , , , ,油 残留する,1138
109002688,2,18,考える,いた以上のこと, , , , , , ,いないこと 考える,1138
109002688,3,3,該当する, , , , , , ,~いずれ,上昇した理由 考える,1138
109002688,4,2,加える, , , , ,RBOT値, , ,RBOT値 下回る,1139
109002688,4,8,ある, , ,全酸価, ,良好の範囲, , ,全酸価 粘度 良好,1139
109002688,4,8,ある, , ,粘度のデータ, ,良好の範囲, , ,IRのデータ 粘度 良好,1139
109002688,4,13,ある, , , , ,試料油, , ,IRのデータ 試料油 ある,1139
109002688,4,13,ある, , , , ,継続使用可能な状態, , ,IRのデータ 継続使用可能な状態 ある,1139
109002691,1,5,厳しい, , ,金属接触, , , , ,金属接触 なる,1140
109002691,1,10,混入する, ,外部, , , , , ,外部 混入する,1140
109002691,1,16,検出する, , ,鉄錆, , , , ,鉄錆 多い,1140
109002691,1,16,検出する, , ,砂, , , , ,砂 検出する,1140
109002691,2,4,検出する, , ,金属片, , ,フィルタ表面の異物観察, ,砂 フィルタ表面の異物観察 検出する,1140
109002691,2,4,検出する, , ,鉄錆, , ,フィルタ表面の異物観察, ,砂 フィルタ表面の異物観察 検出する,1140
109002691,3,8,増加する, , ,鉄, , , , ,鉄錆 検出する,1140
109002691,3,8,増加する, , ,錫, , , , ,錫 鉄錆 混入する,1140
109002691,4,2,接触する,・シビア粒子軸受摺動部, , , , , , ,・シビア粒子軸受摺動部 接触する,1141
109002691,4,2,接触する,鉄系材料同士, , , , , , ,鉄系材料同士 接触する,1141
109002691,4,12,発生する, , ,厳しい金属接触,ラビリンス, , , ,ラビリンス 発生する,1141
109002691,4,12,発生する, , ,厳しい金属接触,軸受支持部, , , ,軸受支持部 発生する,1141
109002691,4,12,発生する, , ,厳しい金属接触,油用ポンプ内部, , , ,厳しい金属接触 油用ポンプ内部 発生する,1141
109002691,5,3,進行する, , ,摩耗, , , , ,金属接触 砂 厳しい,1141
109002691,6,5,噛む, , ,これらの異物, , , ,軸受摺動面,金属接触 厳しい,1141
109002691,6,7,進行する, , ,摩耗, , , , ,軸受摺動面 噛む,1141
109002691,7,3,進行する, , ,・メタルの摩耗軸受の摩耗, , , , ,・メタルの摩耗軸受の摩耗 軸受摺動面 進行する,1141
109002691,7,9,進行する, , ,摩耗, , , , ,軸受摺動面 噛む,1141
109002691,8,2,増加する, , ,・汚染度の増加汚染度, , , , ,汚染度の増加汚染度 増加する,1142
109002691,8,7,考える,増加した要因, , , , , ,摩耗粒子,汚染の要因 考える,1142
109002691,8,7,考える,増加した要因, , , , , ,外部混入異物の影響,外部混入異物の影響 考える,1142
109002691,11,1,上昇する, , ,RBOT, , , , ,RBOT 出来る,1143
109002691,11,9,混合する, , , ,実施した仮設タンク, , ,他の軸受油,実施した仮設タンク 他の軸受油 混合する,1143
109002691,11,15,残留する, , ,濾過機配管内, , , , ,濾過機配管内 残留する,1143
109002691,11,15,残留する, , ,仮設タンク, , , , ,仮設タンク 残留する,1143
109002691,11,15,残留する, , ,油, , , , ,油 残留する,1143
109002691,11,18,考える,上昇した理由, , , , , , ,増加した理由 考える,1143
109002691,11,18,考える,残留し, , , , , , ,油 残留する,1143
109002691,11,18,考える,いた以上のこと, , , , , , ,いないこと 考える,1143
109002691,12,3,該当する, , , , , , ,~いずれ,上昇した理由 考える,1143
109002691,13,2,加える, , , , ,RBOT値, , ,RBOT値 下回る,1144
109002691,13,8,ある, , ,全酸価, ,良好の範囲, , ,全酸価 粘度 良好,1144
109002691,13,8,ある, , ,粘度のデータ, ,良好の範囲, , ,IRのデータ 粘度 良好,1144
109002691,13,13,ある, , , , ,試料油, , ,IRのデータ 試料油 ある,1144
109002691,13,13,ある, , , , ,継続使用可能な状態, , ,IRのデータ 継続使用可能な状態 ある,1144
109002938,0,4,到達する, , ,汚染度計数汚染度, ,NAS級, , ,NAS級 到達する,1942
109002938,0,4,到達する, , ,汚染度計数汚染度, ,当社推奨の管理限界値, , ,当社推奨の管理限界値 到達する,1942
109002938,0,8,検出する,砂等, , , , ,フィルタ表面の異物観察, ,砂 フィルタ表面の異物観察 検出する,1942
109002938,1,1,増加する, , ,汚染度, , , , ,増加し 考える,1943
109002938,1,5,考える,増加した要因, , , , , ,外部混入異物の影響,外部混入異物の影響 考える,1943
109002938,2,8,検出する, , ,モリブデン, , , , ,モリブデン 検出する,1943
109002938,2,8,検出する, , ,錫, , , , ,錫 考える,1943
109002938,3,6,良好, , ,全酸価のデータ, ,粘度, , ,全酸価 粘度 良好,1943
109002938,3,6,良好, , ,全酸価のデータ, ,水分, , ,全酸価 粘度 良好,1943
109002938,4,4,ある, , , , ,潤滑油, , ,IRのデータ 潤滑油 ある,1943
109002938,4,4,ある, , , , ,軸受, , ,軸受 全酸価 受ける,1943
109002938,4,4,ある, , , , ,継続使用可能な状態, , ,粘度のデータ 継続使用可能な状態 ある,1943
109002938,4,7,高い, , ,汚染度, , , , ,汚染度 高い,1943
109002938,4,14,残留する, , , ,バルブ配管内, , , ,バルブ配管内 残留する,1943
109002938,4,16,採取する, , ,残留し, , , , ,油 残留する,1943
109002938,4,16,採取する, , ,いた異物, , , , ,いた異物 砂 採取する,1943
109002938,5,3,見直す, , ,採油前のレン量, , , , ,採油前のレン量 水分 見直す,1943
109002938,5,7,排除する, , ,外部混入異物の影響, , , , ,外部混入異物の影響 考える,1943
109003561,0,3,良好, , , , ,汚染度, , ,汚染度 良好,2266
109003561,0,3,良好, , , , ,潤滑状態, , ,潤滑状態 良好,2266
109003561,1,3,ある, , , , ,潤滑油, , ,潤滑油 高い,2267
109003561,1,3,ある, , , , ,継続使用可能な状態, , ,潤滑油 ある,2267
109003561,2,3,設置する, , ,油清浄機, ,本設備の潤滑系統, , ,精密な油清浄機 設備 設置する,2268
109003561,2,8,捕捉する, , , , , , ,数μm以上の粒子の部分,数μm以上の粒子の部分 捕捉する,2268
109003561,3,4,発生する, , ,異常な摩耗状態, , , , ,摩耗状態 考える,2268
109003561,3,7,発生する, , ,大型の摩耗粒子, , , , ,大型の摩耗粒子 沈降する,2268
109003561,3,9,捕捉する, , , , ,油清浄機, , ,油清浄機 捕捉する,2268
109003561,3,13,なる, , , , , , ,見かけ上の汚染度,見かけ上の汚染度 なる,2268
109003561,3,13,なる, , , , , , ,清浄,清浄 なる,2268
109003561,3,18,ある, , , , ,正常な潤滑状態, , ,清浄 正常な潤滑状態 ある,2268
109003561,5,4,加える, , , , ,油清浄機入口側からの採油, , ,油清浄機入口側からの採油 加える,2269
109003561,5,15,なる, , ,油清浄機の構造, , , , ,フィルタ精度 油清浄機入口側からの採油 なる,2269
109003561,5,15,なる, , ,フィルタ精度, , , , ,油清浄機入口側からの採油 加える,2269
109003561,5,15,なる, , ,油清浄機の吐出量の仕様, , , , ,油清浄機の吐出量の仕様 フィルタ精度 なる,2269
109003561,6,1,係る, , , , , , ,特性低下特性低下,特性低下特性低下 係る,2270
109003561,7,8,ある, , , ,当社推奨の管理限界値である±％以内, , , ,当社推奨の管理限界値である±％以内 ある,2270
109003561,8,3,設定する, , ,管理限界値, , , , ,管理限界値 設定する,2271
109003561,10,6,ある, , , ,当社推奨の管理限界値のmin以上, , , ,当社推奨の管理限界値のmin以上 ある,2272
109003561,12,1,係る, , , , ,汚染, , ,摩耗 係る,2273
109003561,17,9,ある, , , , ,良好の範囲, , ,良好な範囲 ある,2274
109003561,17,13,良好, , , , ,潤滑箇所の潤滑状態, , ,潤滑箇所の潤滑状態 良好,2274
109003561,18,5,検出する, , ,観察された粒子, , , , ,観察された粒子 なる,2274
109003561,18,8,含む, , ,鉄, , , , ,鉄 潤滑状態 含む,2274
109003561,18,10,検出する, , ,粒子, , , , ,粒子 発生する,2274
109003561,19,5,検出する, , ,金属元素, , , , ,金属元素 検出する,2275
109003561,20,5,混入する, ,外部, , , , , ,金属元素 検出する,2275
109003561,20,9,検出する, , ,リン, , , , ,リン 高い,2275
109003855,2,1,上昇する, , ,RBOT, , , , ,RBOT 出来る,2562
109003855,2,9,混合する, , , ,実施した仮設タンク, , ,他の軸受油,実施した仮設タンク 他の軸受油 混合する,2562
109003855,2,15,残留する, , ,濾過機配管内, , , , ,濾過機配管内 残留する,2562
109003855,2,15,残留する, , ,仮設タンク, , , , ,仮設タンク 残留する,2562
109003855,2,15,残留する, , ,油, , , , ,油 残留する,2562
109003855,2,18,考える,上昇した理由, , , , , , ,増加した理由 考える,2562
109003855,2,18,考える,残留し, , , , , , ,油 残留する,2562
109003855,2,18,考える,いた以上のこと, , , , , , ,いないこと 考える,2562
110000001,0,9,増加する, , , , ,重量汚染度, , ,重量汚染度 なる,2590
110000001,0,14,ある, , , , ,良好の範囲, , ,良好な範囲 ある,2590
110000001,1,5,検出する,濃度, ,鉄, , , , ,鉄 検出する,2591
110000001,1,12,ある, ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がのマイナス乗, , ,変化, , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がのマイナス乗 ある,2591
110000001,2,8,良好, , ,全酸価, ,粘度, ,IR,全酸価 粘度 良好,2592
110000001,2,8,良好, , ,全酸価, ,水分, ,IR,全酸価 粘度 良好,2592
110000001,2,8,良好, , ,RBOTのデータ, ,粘度, ,IR,IRのデータ 粘度 良好,2592
110000001,2,8,良好, , ,RBOTのデータ, ,水分, ,IR,IRのデータ 粘度 良好,2592
110000001,4,1,上昇する, , ,RBOT, , , , ,RBOT 出来る,2593
110000001,4,5,考える, , ,更油, , , , ,更油 高い,2593
110000001,4,5,考える, , ,補給, , , , ,補給 考える,2593
110000001,5,7,上昇する, , ,RBOT, , , , ,RBOT 上昇する,2593
